标题,日期,星期,链接,来源,标记,异常信息,消息序号,记录时间,
周日换频道（302）_团员分享_AI日报志愿者总结+栋梁群申请_20260301,20260301,,https://articles.zsxq.com/id_nujk4sh5adi7.html,星球-AI产品经理大本营,Pin,需要登录或无法访问,862,2026/3/2 18:11,手工录入
重要_一位顶级投资人的灵性视角：当造物者恐惧造物，唯有灵性能穿越奇点_20260302,20260302,,https://articles.zsxq.com/id_3qlvc836c2kx.html,星球-AI产品经理大本营,,需要登录或无法访问,915,2026/3/3 17:30,手工录入
重要_过度钻研Prompt，可能是弄反了方向_20260305,20260305,,https://t.zsxq.com/syOK9,星球-AI产品经理大本营,,知识星球需登录、未配置access_token,1140,2026/3/6 19:53,手工录入
这个世界上，已经有一个地方，会同时放大“人的优点和缺点”_20260312,20260312,,https://t.zsxq.com/ODWMZ,星球-AI产品经理大本营,,知识星球需登录、未配置access_token,1592,2026/3/13 14:20,手工录入
重要_我终于也养上了小龙虾，但关键其实在于，我是怎么跨过“没足够动力开始vibe coding”的心理阈值的？_20260316,20260316,,https://t.zsxq.com/oG0eM,星球-AI产品经理大本营,,知识星球需登录、未配置access_token,1822,2026/3/16 23:22,手工录入
重要_对话型AI助手（ChatGPT）、Claude Code、OpenClaw，三者如何区别_20260318,20260318,,https://t.zsxq.com/1lC2a,星球-AI产品经理大本营,,知识星球需登录、未配置access_token,1966,2026/3/19 7:00,手工录入
非常重要_AI时代三重门_20260320,20260320,,https://t.zsxq.com/jJfVF,星球-AI产品经理大本营,,知识星球需登录、未配置access_token,2081,2026/3/20 16:12,手工录入
亲测踩坑攻略贴：安装OpenClaw，需要几步？_20260326,20260326,,https://t.zsxq.com/vGkBe,星球-AI产品经理大本营,,知识星球需登录、未配置access_token,2435,2026/3/28 12:47,手工录入
媒体凡尔赛的尽头，是Agent替你活着！,,,https://www.xiaohongshu.com/discovery/item/69a11c5c000000001502127f?app_platform=ios&app_version=9.19.4&share_from_user_hidden=true&xsec_source=app_share&type=normal&xsec_token=CB8JfDrCBLS_7EUAeFc1F3fMA2u8MDIT7cYZ7dE43l1oc=&author_share=1&xhsshare=WeixinSession&appuid=5d6ed0470000000001003398&apptime=1772168381.712469&share_id=1641ebe8ca544f6096a0a661bbf3f5b6,App-小红书,,需要登录或无法访问,757,2026/3/1 1:33,手工录入
漫画OpenClaw1：认识OpenClaw,20260305,,http://xhslink.com/o/9KPLHJFtWg1,APP-小红书,,需要登录或无法访问,1098,2026/3/5 19:06,手工录入
,,,http://xhslink.com/a/hlCWvHjzJjxcb,APP-小红书,,需要登录或无法访问,1198,2026/3/6 19:53,手工录入
可怕??我用OpenClaw远程控制电脑拍了照,20260306,,https://www.xiaohongshu.com/discovery/item/69aae69c0000000026030277?app_platform=ios&app_version=9.20&share_from_user_hidden=true&xsec_source=app_share&type=normal&xsec_token=CB9hkMArM6hNju2COX7o2mQ6T4lU6DridRfP63OlWoyRo=&author_share=1&xhsshare=WeixinSession&shareRedId=N0o0RkRKOz42NzUyOTgwNjc1OTk0Skc9&apptime=1772809219&share_id=c7cb74ad1c854d65b218139bbed5c34d#pushState,APP-小红书,,需要登录或无法访问,1233,2026/3/7 5:15,手工录入
可怕??我用OpenClaw远程控制电脑拍了照,20260306,,http://xhslink.com/o/4P09FiBepzE,APP-小红书,,需要登录或无法访问,1235,2026/3/7 5:15,手工录入
漫画OpenClaw1：认识OpenClaw,20260305,,https://www.xiaohongshu.com/discovery/item/69a918f7000000001503285b?app_platform=android&ignoreEngage=true&app_version=9.19.5&share_from_user_hidden=true&xsec_source=app_share&type=normal&xsec_token=CBfEFpb6VR7PuctfnwVz8Yu32r_jLh58PDJEas8IiOGzw%3D&author_share=1&xhsshare=&shareRedId=NztEMDhGRkFHPjpFQj02R0s4Pjs6ODg-&apptime=1772690752&share_id=a9cdbecd902e479187059a5871b70299&share_channel=wechat#pushState,APP-小红书,,需要登录或无法访问,1239,2026/3/7 5:15,手工录入
,,,https://www.xiaohongshu.com/discovery/item/69aaca700000000026032407?app_platform=ios&app_version=8.97&share_from_user_hidden=true&xsec_source=app_share&type=video&xsec_token=CBssI9Lpw06CGJn4ye0Cam7alPjr4aF_8QROpWV8sWLrM=&author_share=1&xhsshare=WeixinSession&shareRedId=ODg3Mjk2O0s2NzUyOTgwNjczOTdKR0w8&apptime=1772831264&share_id=020b76f372644d7b8c7f4d27a7a136cb#pushState,APP-小红书,,需要登录或无法访问,1262,2026/3/8 0:01,已删除
这个我愿称之Dankoe分身，本人聊天Ai知识库,20260313,,https://www.xiaohongshu.com/discovery/item/69b40d770000000020039d8d?app_platform=android&ignoreEngage=true&app_version=9.19.4&share_from_user_hidden=true&xsec_source=app_share&type=normal&noteAttributes=goods&xsec_token=CBYxgp4RFITvFjzb4kq2_9YkglFWOb1Dc-yIREPUECJ-k%3D&author_share=1&back_chain_id=goods_note_share&xhsshare=&shareRedId=ODdIOUY2Ozk2NzUyOTgwNjczOTdKSDc8&apptime=1773484837&share_id=b5cfb3385aa046c883c41f2d4d175071&share_channel=wechat#pushState,APP-小红书,,需要登录或无法访问,1733,2026/3/15 21:13,手工录入
这个我愿称之Dankoe分身，本人聊天Ai知识库,20260313,,http://xhslink.com/o/8QtwVJje3rD,APP-小红书,,需要登录或无法访问,1735,2026/3/15 21:13,手工录入
微信终于合法开放个人Bot API了,20260322,,https://www.xiaohongshu.com/discovery/item/69bf84ae000000001f0069b4?app_platform=android&ignoreEngage=true&app_version=9.19.4&share_from_user_hidden=true&xsec_source=app_share&type=normal&xsec_token=CB07oHBUW1z9EQGdOxd_mtea8SdAVLOGOhFopmnCWzz78%3D&author_share=1&xhsshare=&shareRedId=ODdIOUY2Ozk2NzUyOTgwNjczOTdKSDc8&apptime=1774174476&share_id=2a5cc6e1da754a429b3dacef3991cc0d&share_channel=wechat,APP-小红书,,需要登录或无法访问,2219,2026/3/23 1:19,手工录入
杭州一创业者开 1 人公司，团队完全由 AI 智能体组成，月入 200 万，真能挣这么多钱吗？,20260214,,https://www.zhihu.com/question/2005725246167147371,APP-知乎,,未提取标题、未提取日期,271,2026/2/15 1:13,手工录入
Hello-Claw （构建篇）领学计划 Day01笔记,20260325,周三,https://zhuanlan.zhihu.com/p/2019462991532282238,APP-知乎,,知乎需登录、未配置cookie,2275,2026/3/23 20:07,手工录入
OpenClaw高级使用经验之如何调用Claude Code最省Token！2026年最强生产力！Claude Code Hooks回调+Agent Teams实现全自动开发零轮询方案详解！效率神器 - YouTube,20260210,,https://m.youtube.com/watch?v=iJEfIc1mrsc&pp=0gcJCUABo7VqN5tD,Web-Youtube,,JS渲染页面、未提取日期,442,2026/2/21 0:57,手工录入
OpenClaw创始人Peter Steinberger加入OpenAI报告 - Dobby.now,20260216,,https://dobby.now/community/view/c1cd69d3-5fc9-46b2-834e-d33b208d7e6a,Web_OT,,未提取日期,301,2026/2/18 5:15,手工录入
Claude AI 在 Operation Epic Fury 中的角色 | 深度报告 - Dobby.now,20260302,,https://dobby.now/community/view/e93b8d94-7661-408f-ad6e-18b604483cff,Web_OT,,未提取日期,971,2026/3/3 17:30,手工录入
微信也能用OpenClaw!手把手教你如何实现,,,https://cs.cloud.tencent.com/workbench/?cid=ww48dc9b0429412b39&type=posterShare&id=2028379247501197313&userId=YuanLinHu&unionId=&WsUtmSource=material-share,Web_OT,,JS渲染页面、未提取标题、未提取日期,982,2026/3/3 17:36,手工录入
微信也能用OpenClaw!手把手教你如何实现,,,https://cs.cloud.tencent.com/workbench/material/marketing/poster-share/ww48dc9b0429412b39?cid=ww48dc9b0429412b39&type=posterShare&id=2028379247501197313&userId=YuanLinHu&unionId=&WsUtmSource=material-share&linkSource=message,Web_OT,,JS渲染页面、未提取标题、未提取日期,1059,2026/3/4 22:23,手工录入
Master chief和元宝的对话,,,https://yb.tencent.com/s/0QMugZvxSWFc?source=0,,,未提取来源信息、未提取日期,1887,2026/3/18 1:48,不录入
Master chief和元宝的对话,,,https://yb.tencent.com/s/qoFeIBYCVVIm?source=0,,,未提取来源信息、未提取日期,1888,2026/3/18 1:48,不录入
,,,https://special.huxiu.com/xsxx/2026Q1_outdoor/,,,未提取来源信息、未提取标题、未提取日期,2348,2026/3/25 15:08,不录入
,,,https://special.huxiu.com/xsxx/2026Q1_ai/,,,未提取来源信息、未提取标题、未提取日期,2349,2026/3/25 15:08,不录入
,,,https://www.xiaohongshu.com/discovery/item/69cb38ed000000001a02a288?app_platform=ios&app_version=9.23&share_from_user_hidden=true&xsec_source=app_share&type=normal&xsec_token=CBT1Qum7jSAd5mAsDiP3RLT243Vzc0uFnVWt-oz1OwUbQ=&author_share=1&xhsshare=WeixinSession&shareRedId=ODc0ODU6O042NzUyOTgwNjgzOTlJOj9L&apptime=1774934882&share_id=e9c6265108fe4a0ba8befbc0dc4d4f38,APP-小红书,,需要登录或无法访问,2729,2026-03-31 20:32:52
,,,https://www.xiaohongshu.com/discovery/item/69d50582000000001f000932?app_platform=android&ignoreEngage=true&app_version=9.19.4&share_from_user_hidden=true&xsec_source=app_share&type=normal&xsec_token=CB4MB-GpPU6qIYCGNaMTu1HW9wYRnNCdnU1mqaTD59-No%3D&author_share=1&xhsshare=&shareRedId=ODdIOUY2Ozk2NzUyOTgwNjczOTdKSDc8&apptime=1775577254&share_id=4a5893782eb14f488a1cfe8a46955112&share_channel=wechat#pushState,APP-小红书,,需要登录或无法访问,3190,2026-04-08 12:04:19
进化岛 | 刘润日课两周年,,,https://liurun.online/evolution-island/liurun-capsule,,,未提取来源信息,3228,2026-04-08 13:19:05
国资委新设境外国资工作局，释放了哪些信号,,,https://view.inews.qq.com/w/20260409A03G6B00?bat_id=2100333852&refer=nwx&strategy=feature&_rp=2&cur_pos=0&ft=0&grp_id=2300333853&newsGid=20260409_r137867&rate=0&pushid=2026040902&bkt=0&openid=o04IBACPVP6n-A8kc-fwHcs5PxgM&tbkt=C1&cg=4&it=1&ext=%7B%22pl%22%3A51453952%2C%22yb_qa%22%3A%22%22%7D&lrg=1&allcmsids=20260409A03G6B00_20260409V03IWI00_20260409A03LY000_20260409A022YK00&segmentNum=1476&groupid=1775713311&msgid=0&rpcopenid=o04IBACPVP6n-A8kc-fwHcs5PxgM&key=&version=2800455e&devicetype=android-36&wuid=oDdoCtyXPHL1Vhwun9OQUDM3WJIE,,,未提取来源信息,226,2026-04-09 14:46:49
国资委新设境外国资工作局，释放了哪些信号,,,https://view.inews.qq.com/w/20260409A03G6B00?bat_id=2100333852&refer=nwx&strategy=feature&_rp=2&cur_pos=0&ft=0&grp_id=2300333853&newsGid=20260409_r137867&rate=0&pushid=2026040902&bkt=0&openid=o04IBACPVP6n-A8kc-fwHcs5PxgM&tbkt=H&it=2&ext=%7B%22pl%22%3A51511328%7D&lrg=1&allcmsids=20260409A03G6B00_20260409V03IWI00_20260409A03LY000_20260409A022YK00&segmentNum=9247&groupid=1775719048&msgid=0&rpcopenid=o04IBAERj7BQmV0vKS8tWyknuYyQ&key=&version=2800455e&devicetype=android-36&wuid=oDdoCtyXPHL1Vhwun9OQUDM3WJIE,,,未提取来源信息,229,2026-04-09 19:36:39
2026 OpenClaw Security Risk Whitepaper,,,https://clawguardsecurity.ai/blog/openclaw-security-risk-whitepaper-2026-q1,,,未提取来源信息,3340,2026-04-10 05:57:54
,,,https://mp.weixin.qq.com/s/1eAfmTr5xUnU1aAZuKAKvg,微信X失效,,"微信文章解析失败: (""Connection broken: ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)"", ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None))",3392,2026-04-10 22:36:27
,,,https://zhuanlan.zhihu.com/p/557663292,APP-知乎,,知乎需登录、未配置cookie,240,2026-04-12 16:34:24
,,,https://mp.weixin.qq.com/s/uOMXh7o-m8b3TjlEwn-Waw,微信X失效,,未提取日期,3446,2026-04-13 15:45:15
,,,https://www.zhihu.com/question/659734353/answer/2024617993573770539?share_code=1iQVIGilHcETc&utm_psn=2027033168574779858&utm_source=wechat_session&utm_medium=social&s_r=0,APP-知乎,,知乎需登录、未配置cookie,247,2026-04-13 15:48:03
,,,https://mp.weixin.qq.com/s/ziI_fe5ztAaQHp3ln5k_mw,微信X失效,,未提取日期,249,2026-04-14 01:44:37
,,,http://xhslink.com/o/6Iu6yJUvypZ,APP-小红书,,需要登录或无法访问,3469,2026-04-14 16:46:36
,,,https://mp.weixin.qq.com/s/cjUM2d-8pIZKuBGOzY9T8A,微信X失效,,未提取日期,3487,2026-04-15 14:14:13
,,,https://m.weibo.cn/status/5286209694991843,App-微博,,需要登录或无法访问,3495,2026-04-15 14:14:13
,,,https://www.xiaohongshu.com/discovery/item/69d50582000000001f000932?app_platform=android&ignoreEngage=true&app_version=9.19.4&share_from_user_hidden=true&xsec_source=app_share&type=normal&xsec_token=CB4MB-GpPU6qIYCGNaMTu1HW9wYRnNCdnU1mqaTD59-No%3D&author_share=1&xhsshare=&shareRedId=ODdIOUY2Ozk2NzUyOTgwNjczOTdKSDc8&apptime=1775577254&share_id=4a5893782eb14f488a1cfe8a46955112&share_channel=wechat#pushState,APP-小红书,,需要登录或无法访问,3506,2026-04-15 16:03:23
,,,http://xhslink.com/o/lCrXTFG00F,APP-小红书,,需要登录或无法访问,3507,2026-04-15 16:03:23
,,,https://mp.weixin.qq.com/s/CljajqS3x3ETOe4tPubQzw,微信X失效,,未提取日期,3510,2026-04-15 16:03:23
,,,https://www.xiaohongshu.com/discovery/item/69e046f3000000000902f76e?app_platform=ios&app_version=9.25&share_from_user_hidden=true&xsec_source=app_share&type=normal&xsec_token=CBRyVqYDx7Kc4elXK3LRV3P1MEqUArLRaLXu1GVfAfWrg=&author_share=1&xhsshare=WeixinSession&appuid=5d6ed0470000000001003398&apptime=1776306388.100652&share_id=18e505ffd7d446cbac8861fcbad0e009,APP-小红书,,需要登录或无法访问,3547,2026-04-16 16:26:10
,,,https://mp.weixin.qq.com/s/iXzNukBffzQ5Wvx22KO0aw?from=groupmessage&scene=1&subscene=10000&sessionid=1776336412&clicktime=1776338881&enterid=1776338881,微信X失效,,未提取日期,3550,2026-04-17 01:20:25
,,,https://mp.weixin.qq.com/s/D4bO-Uzuw1CwfwSDK8lkmw,微信X失效,,未提取日期,3581,2026-04-18 10:29:18
,,,https://zhuanlan.zhihu.com/p/2026576679863166090?share_code=cdVTGL0ea5do&utm_psn=2028406522925851733&utm_source=wechat_session&utm_medium=social&s_r=0,APP-知乎,,知乎需登录、未配置cookie,3588,2026-04-18 14:12:51
,,,http://xhslink.com/o/Arq8NelWchx,APP-小红书,,需要登录或无法访问,3621,2026-04-20 14:46:24
,,,https://www.xiaohongshu.com/discovery/item/69e6e8c9000000000a004668?app_platform=ios&app_version=9.26.1&share_from_user_hidden=true&xsec_source=app_share&type=normal&xsec_token=CBkIp_QSihOYmpyNeoG79QY5FaRdmUsjVvCNWPJmaax1o=&author_share=1&xhsshare=WeixinSession&appuid=5d6ed0470000000001003398&apptime=1776740718.107322&share_id=6e20398c90894e54afff04889a03baf3,APP-小红书,,需要登录或无法访问,3634,2026-04-21 17:42:52
,,,https://mp.weixin.qq.com/s/gRWVVVWjzfoXYwmyqaLygg?from=groupmessage&scene=1&subscene=10000&sessionid=1776776550&clicktime=1776831724&enterid=1776831724&ascene=1&fasttmpl_type=0&fasttmpl_fullversion=8224947-zh_CN-zip&fasttmpl_flag=0&realreporttime=1776831724264,微信X失效,,未提取日期,3649,2026-04-22 16:03:33
,,,https://mp.weixin.qq.com/s/D76ipiGcg__56Lx0Rjs4Iw,微信X失效,,未提取日期,3688,2026-04-24 01:26:41
,,,https://zhuanlan.zhihu.com/p/2026071811813643264,APP-知乎,,知乎需登录、未配置cookie,3690,2026-04-24 01:26:41
百度安全验证,,,https://baijiahao.baidu.com/s?id=1863315609273087185&wfr=spider&for=pc,,,未提取来源信息,3692,2026-04-24 17:47:17
,,,https://mp.weixin.qq.com/s/DyF_z3lqnt7sRCfQRQeYpQ,微信X失效,,未提取日期,3734,2026-04-26 04:09:06
,,,https://mp.weixin.qq.com/s/kpxOfnNTP_J5kP2RDcwjPA?from=groupmessage&scene=1&subscene=10000&sessionid=1777345001&clicktime=1777366115&enterid=1777366115&ascene=1&fasttmpl_type=0&fasttmpl_fullversion=8233223-zh_CN-zip&fasttmpl_flag=0&realreporttime=1777366115888,微信X失效,,未提取日期,3786,2026-04-29 03:54:40
,,,https://www.zaobao.com/news/china/story20260427-8962086?utm_source=ios-share&utm_medium=app,,,未提取来源信息,286,2026-04-29 13:21:12
,,,https://mp.weixin.qq.com/s/JC_9Sm8YixC5LM35hY2vDw,微信X失效,,未提取日期,288,2026-04-29 13:21:12
,,,https://mp.weixin.qq.com/s/F8WUwcqYcbADfGuKRvHd2Q,微信X失效,,未提取日期,3866,2026-04-29 21:52:28
,,,https://mp.weixin.qq.com/s/8rGuLfmdrd7XRPKdVKY6EQ,微信X失效,,未提取日期,3902,2026-04-30 22:52:35
,,,http://xhslink.com/o/5I2jVAtpgKe,APP-小红书,,需要登录或无法访问,4001,2026-05-06 03:52:14
