序号,URL,标题,链接文字,精选日期,doc_token,外部链接
11,https://waytoagi.feishu.cn/wiki/FGqAww00Cixz9vkLtYEcBm3tnXg?from=from_copylink,对话大M博士：出海欧洲——国家差异拆解与避坑指南,对话大M博士：出海欧洲——国家差异拆解与避坑指南,20260509,FGqAww00Cixz9vkLtYEcBm3tnXg,否
12,https://waytoagi.feishu.cn/wiki/DNYewc8mIi89dIk1eGqcgcwHnuv?from=from_copylink,Anthropic负责人：AI Agent 正在重写企业工作流丨Every,Anthropic负责人：AI Agent 正在重写企业工作流丨Every,20260509,DNYewc8mIi89dIk1eGqcgcwHnuv,否
13,https://waytoagi.feishu.cn/wiki/MmyUwGC48i482wkhCkIcQyxyneg?from=from_copylink,万字实录| 红杉AI峰会2026主旨演讲：从软件时代到智能体时代的范式跃迁 | 全文图解,万字实录| 红杉AI峰会2026主旨演讲：从软件时代到智能体时代的范式跃迁 | 全文图解,20260509,MmyUwGC48i482wkhCkIcQyxyneg,否
14,https://waytoagi.feishu.cn/wiki/M7hlwEzB9itnA0k8bGcca1l9nZc?from=from_copylink,5.4-5.10｜本周 AI 论文精选,5.4-5.10｜本周 AI 论文精选,20260510,M7hlwEzB9itnA0k8bGcca1l9nZc,否
15,https://waytoagi.feishu.cn/wiki/GFVLwewPJimwW3kmOE6cW5v7nyc?from=from_copylink,2026 年 LLM 工程路线图（附免费开源的学习资源）,2026 年 LLM 工程路线图（附免费开源的学习资源）,20260510,GFVLwewPJimwW3kmOE6cW5v7nyc,否
16,https://waytoagi.feishu.cn/wiki/CDGzwtsh3imKiPkxzW6ceMx0n8e?from=from_copylink,YC CEO：顶级 Builder 已经开始用 AI 做 400 个工程师的活丨Y Combinator,YC CEO：顶级 Builder 已经开始用 AI 做 400 个工程师的活丨Y Combinator,20260510,CDGzwtsh3imKiPkxzW6ceMx0n8e,否
17,https://waytoagi.feishu.cn/wiki/KFzswab5qiRnCWk3FKicPlzsnyg?from=from_copylink,GPT image 2 最被低估的隐藏玩法：做全套品牌视觉提案！,GPT image 2 最被低估的隐藏玩法：做全套品牌视觉提案！,20260510,KFzswab5qiRnCWk3FKicPlzsnyg,否
18,https://waytoagi.feishu.cn/wiki/BSjNwclH4imSkvk9K2hc2u4YnSg?from=from_copylink,AI音乐周刊 W.A 027,AI音乐周刊 W.A 027,20260511,BSjNwclH4imSkvk9K2hc2u4YnSg,否
19,https://waytoagi.feishu.cn/wiki/SIDawiW5birLavks2bGcxmdBnrc?from=from_copylink,Agent Harness 工程（译）,Agent Harness 工程（译）,20260511,SIDawiW5birLavks2bGcxmdBnrc,否
20,https://waytoagi.feishu.cn/wiki/PHxzwkmK4i78l8kyZdzcCt6xnGd?from=from_copylink,压进我十年设计经验的 PPT Skills，迎来大波更新,压进我十年设计经验的 PPT Skills，迎来大波更新,20260511,PHxzwkmK4i78l8kyZdzcCt6xnGd,否
21,https://waytoagi.feishu.cn/wiki/GSRbwk0woiMzDzkl1IbcPoSunPh?from=from_copylink,可能是一份最详细的保姆级Codex教程，看完你就知道它为什么最近这么火,可能是一份最详细的保姆级Codex教程，看完你就知道它为什么最近这么火,20260511,GSRbwk0woiMzDzkl1IbcPoSunPh,否
22,https://waytoagi.feishu.cn/wiki/YUTXwVt2JiKijDkMSNBcO5pSnmc?from=from_copylink,深度拆解：AI 智能体 Harness 的构造【译】,深度拆解：AI 智能体 Harness 的构造【译】,20260511,YUTXwVt2JiKijDkMSNBcO5pSnmc,否
23,https://waytoagi.feishu.cn/wiki/QlojwQgLliezcikCE2lcY7OTnwb?from=from_copylink,Airbnb CEO：Airbnb正在为Agent时代重做自己丨Invest Like The Best,Airbnb CEO：Airbnb正在为Agent时代重做自己丨Invest Like The Best,20260511,QlojwQgLliezcikCE2lcY7OTnwb,否
24,https://waytoagi.feishu.cn/wiki/Xc0YwWvBRiDIWEk6y0Jcg30kngd?from=from_copylink,开源「伯乐Skill」，让你和Agent同时进化成AI热点懂王！,开源「伯乐Skill」，让你和Agent同时进化成AI热点懂王！,20260512,Xc0YwWvBRiDIWEk6y0Jcg30kngd,否
25,https://waytoagi.feishu.cn/wiki/JsJqwYItbiy8XNkGuCpceVlZnvb?from=from_copylink,Agent效率X10，ClaudeCode/Codex 专属的文件管理Agent：Agentfile,Agent效率X10，ClaudeCode/Codex 专属的文件管理Agent：Agentfile,20260512,JsJqwYItbiy8XNkGuCpceVlZnvb,否
26,https://waytoagi.feishu.cn/wiki/EXDOw1O3TiYAflkRTiCcJTUPnwd?from=from_copylink,新站 SEO 基础上，如何多做一点 GEO？,新站 SEO 基础上，如何多做一点 GEO？,20260512,EXDOw1O3TiYAflkRTiCcJTUPnwd,否
27,https://waytoagi.feishu.cn/wiki/CzyfwZRBKi5oxFk6Ugbcy4AYnFg?from=from_copylink,绝大多数 Claude 用户都忽略的 21 个设置,绝大多数 Claude 用户都忽略的 21 个设置,20260512,CzyfwZRBKi5oxFk6Ugbcy4AYnFg,否
28,https://waytoagi.feishu.cn/wiki/DwiuwPRlTiDj3okRIdFcGb9hnch?from=from_copylink,Karpathy 的 4 条 CLAUDE.md 规则，把 Claude 的出错率从 41% 降到 11%。我在 30 个代码库里验证后，又加了 8 条（译）,Karpathy 的 4 条 CLAUDE.md 规则，把 Claude 的出错率从 41% 降到 11%。我在 30 个代码库里验证后，又加了 8 条（译）,20260512,DwiuwPRlTiDj3okRIdFcGb9hnch,否
29,https://waytoagi.feishu.cn/wiki/MOUMwSCN5iaYu8kKOB3cYnVVncd?from=from_copylink,AI 时代到底该怎么管一个工程团队,AI 时代到底该怎么管一个工程团队,20260512,MOUMwSCN5iaYu8kKOB3cYnVVncd,否
