序号,URL,标题,链接文字,精选日期,doc_token,外部链接
11,https://waytoagi.feishu.cn/wiki/DwiuwPRlTiDj3okRIdFcGb9hnch?from=from_copylink,Karpathy 的 4 条 CLAUDE.md 规则，把 Claude 的出错率从 41% 降到 11%。我在 30 个代码库里验证后，又加了 8 条（译）,Karpathy 的 4 条 CLAUDE.md 规则，把 Claude 的出错率从 41% 降到 11%。我在 30 个代码库里验证后，又加了 8 条（译）,20260512,DwiuwPRlTiDj3okRIdFcGb9hnch,否
12,https://waytoagi.feishu.cn/wiki/MOUMwSCN5iaYu8kKOB3cYnVVncd?from=from_copylink,AI 时代到底该怎么管一个工程团队,AI 时代到底该怎么管一个工程团队,20260512,MOUMwSCN5iaYu8kKOB3cYnVVncd,否
13,https://waytoagi.feishu.cn/wiki/E4hvwRgqyivFtCkekKPcazuZnxc?from=from_copylink,搞完 Hermes Kanban 我才发现，多 Agent 协作根本不是在演戏,搞完 Hermes Kanban 我才发现，多 Agent 协作根本不是在演戏,20260513,E4hvwRgqyivFtCkekKPcazuZnxc,否
14,https://waytoagi.feishu.cn/wiki/Cs4xwg8KRim8b6kwD2wcy7XCnIh?from=from_copylink,AI Agent 是如何记住东西？从原理到实战详细解释,AI Agent 是如何记住东西？从原理到实战详细解释,20260513,Cs4xwg8KRim8b6kwD2wcy7XCnIh,否
15,https://waytoagi.feishu.cn/wiki/VOYxw5OlJiwQsmkSmSecY0MlnDc?from=from_copylink,Anthropic CFO：Claude如何一年内收入规模300亿美元？丨Invest Like The Best,Anthropic CFO：Claude如何一年内收入规模300亿美元？丨Invest Like The Best,20260513,VOYxw5OlJiwQsmkSmSecY0MlnDc,否
16,https://waytoagi.feishu.cn/wiki/BRd9wFNZwiDeR0khk3RcY5KnnYb?from=from_copylink,Claude、ChatGPT 和 Gemini 的 25 个生产力 Skills（译）,Claude、ChatGPT 和 Gemini 的 25 个生产力 Skills（译）,20260513,BRd9wFNZwiDeR0khk3RcY5KnnYb,否
17,https://waytoagi.feishu.cn/wiki/HbcewGAcWiHaDgk1WincGzc1nEh?from=from_copylink,Codex /goal 高阶实战技巧,Codex /goal 高阶实战技巧,20260513,HbcewGAcWiHaDgk1WincGzc1nEh,否
18,https://waytoagi.feishu.cn/wiki/EYjawAnsdi8pIpkN8sEcpMzNnzh?from=from_copylink,Claude Code 正在重写你的第二大脑丨Every,Claude Code 正在重写你的第二大脑丨Every,20260514,EYjawAnsdi8pIpkN8sEcpMzNnzh,否
19,https://waytoagi.feishu.cn/wiki/XA55wc38AivULuknSdzcoJPXntg?from=from_copylink,9 个在你睡觉时工作的 Claude Agents,9 个在你睡觉时工作的 Claude Agents,20260514,XA55wc38AivULuknSdzcoJPXntg,否
20,https://waytoagi.feishu.cn/wiki/PuBWwlhFriob86ki6OecxwqznNW?from=from_copylink,吴恩达最新Prompt课3000字笔记：没有复杂框架，只有让你AI变好用的小技巧,吴恩达最新Prompt课3000字笔记：没有复杂框架，只有让你AI变好用的小技巧,20260514,PuBWwlhFriob86ki6OecxwqznNW,否
21,https://waytoagi.feishu.cn/wiki/SPW5wm1eGiG2kokMa1ycNy0TnQe?from=from_copylink,如何真正用好 Claude：释放它全部潜力的 18 个步骤（译）,如何真正用好 Claude：释放它全部潜力的 18 个步骤（译）,20260514,SPW5wm1eGiG2kokMa1ycNy0TnQe,否
22,https://waytoagi.feishu.cn/wiki/Iqwew8sYtiDWTSkAFGnc1squnkb?from=from_copylink,Codex+Claude+Hermes+Obsidian，打造你的内容生产天团,Codex+Claude+Hermes+Obsidian，打造你的内容生产天团,20260514,Iqwew8sYtiDWTSkAFGnc1squnkb,否
23,https://waytoagi.feishu.cn/wiki/QV9VwW9MhicpWBkMxoucN82Dnle?from=from_copylink,AI Native 创业手册,AI Native 创业手册,20260515,QV9VwW9MhicpWBkMxoucN82Dnle,否
24,https://waytoagi.feishu.cn/wiki/CJ22wxsYYi3PxnklZdZcVyG5nbg?from=from_copylink,Claude Code 的 Agent View，让我看到 AI 编程真正麻烦的地方,Claude Code 的 Agent View，让我看到 AI 编程真正麻烦的地方,20260515,CJ22wxsYYi3PxnklZdZcVyG5nbg,否
25,https://waytoagi.feishu.cn/wiki/LTNhw7IkqiPvrxkAfhScSLuqnzf?from=from_copylink,小白必看｜Anthropic 官方发布Claude Code课程（中文翻译完整版）,小白必看｜Anthropic 官方发布Claude Code课程（中文翻译完整版）,20260515,LTNhw7IkqiPvrxkAfhScSLuqnzf,否
26,https://waytoagi.feishu.cn/wiki/Dp7jwkCuNinErakyFW6cnOQMnyg?from=from_copylink,Forward Deployed Engineer：AI 时代的新宠岗位，到底干什么？,Forward Deployed Engineer：AI 时代的新宠岗位，到底干什么？,20260515,Dp7jwkCuNinErakyFW6cnOQMnyg,否
27,https://waytoagi.feishu.cn/wiki/SaaDwGEbIiCsBnkX8BncXlQandc?from=from_copylink,我们为什么从 ClaudeCode 转向 Codex?丨Every,我们为什么从 ClaudeCode 转向 Codex?丨Every,20260515,SaaDwGEbIiCsBnkX8BncXlQandc,否
28,https://waytoagi.feishu.cn/wiki/Rjo2weajRi1TbYksD9GcuzEanwg?from=from_copylink,Wise：深度解析AI的记忆机制，Hermes的自我进化机制和Skill是记忆的延伸。,Wise：深度解析AI的记忆机制，Hermes的自我进化机制和Skill是记忆的延伸。,20260515,Rjo2weajRi1TbYksD9GcuzEanwg,否
29,https://waytoagi.feishu.cn/wiki/PTuUwiUAjiTCH4kO7uBcWRoXnFb?from=from_copylink,放弃双手后，AI终于帮我自动剪起了视频！（附详细教程）,放弃双手后，AI终于帮我自动剪起了视频！（附详细教程）,20260516,PTuUwiUAjiTCH4kO7uBcWRoXnFb,否
30,https://waytoagi.feishu.cn/wiki/NYmewMjBri4FDUksWTZcBUyincR?from=from_copylink,对话闫威：科技企业出海中亚机会,对话闫威：科技企业出海中亚机会,20260516,NYmewMjBri4FDUksWTZcBUyincR,否
31,https://waytoagi.feishu.cn/wiki/KV3iwh9UKive7dklOrgcZm7InXb?from=from_copylink,Codex为什么叫超级Agent：本篇教你学会它的12 个进阶玩法！,Codex为什么叫超级Agent：本篇教你学会它的12 个进阶玩法！,20260516,KV3iwh9UKive7dklOrgcZm7InXb,否
32,https://waytoagi.feishu.cn/wiki/YqBJwdBALiUbKwkhvlVctUwfn6e?from=from_copylink,Agent Hooks：为 Agent Workflows 提供确定性控制,Agent Hooks：为 Agent Workflows 提供确定性控制,20260516,YqBJwdBALiUbKwkhvlVctUwfn6e,否
33,https://waytoagi.feishu.cn/wiki/VTvBw2F7Yi8JIEkyEz7cpYoTnWg?from=from_copylink,DeepMind CEO：真正的 Agent 还没开始爆发丨Y Combinator,DeepMind CEO：真正的 Agent 还没开始爆发丨Y Combinator,20260516,VTvBw2F7Yi8JIEkyEz7cpYoTnWg,否
34,https://waytoagi.feishu.cn/wiki/SHQdwbXHviS1rBk8uUqc3J0dn6g?from=from_copylink,如何从零搭建Obsidian知识库：让AI替你当信息守门员（附工具资源）,如何从零搭建Obsidian知识库：让AI替你当信息守门员（附工具资源）,20260517,SHQdwbXHviS1rBk8uUqc3J0dn6g,否
35,https://waytoagi.feishu.cn/wiki/VjPvwaEP7ieRRsks1vicWEtdnIb?from=from_copylink,我又开源了一个群报纸 skill，让你的微信群每天都能产出一份高质量的报纸,我又开源了一个群报纸 skill，让你的微信群每天都能产出一份高质量的报纸,20260517,VjPvwaEP7ieRRsks1vicWEtdnIb,否
36,https://waytoagi.feishu.cn/wiki/Wb0RwrCNKio5JCkmUefcAGH8nKg?from=from_copylink,Yutori联合CEO: AI Agent最大的问题，没人真正聊过丨EO,Yutori联合CEO: AI Agent最大的问题，没人真正聊过丨EO,20260517,Wb0RwrCNKio5JCkmUefcAGH8nKg,否
37,https://waytoagi.feishu.cn/wiki/R4MqwiSfSi2ay3kgM86c32V7nPc?from=from_copylink,🥇5.11-5.17｜本周 AI 顶级论文,🥇5.11-5.17｜本周 AI 顶级论文,20260517,R4MqwiSfSi2ay3kgM86c32V7nPc,否
38,https://waytoagi.feishu.cn/wiki/NP8QwegILi0vU6kwTClcRdiEncc?from=from_copylink,Agentic Memory：详细拆解,Agentic Memory：详细拆解,20260517,NP8QwegILi0vU6kwTClcRdiEncc,否
39,https://waytoagi.feishu.cn/wiki/T20HwbOP1iDgRzkKH9BcAHD9nVh?from=from_copylink,如何成为 Hermes Agent Operator,如何成为 Hermes Agent Operator,20260517,T20HwbOP1iDgRzkKH9BcAHD9nVh,否
40,https://waytoagi.feishu.cn/wiki/G8D7wBp0RiKTGmkhuYOcN9LwnER?from=from_copylink,AI音乐周刊 W.A 028,AI音乐周刊 W.A 028,20260518,G8D7wBp0RiKTGmkhuYOcN9LwnER,否
41,https://waytoagi.feishu.cn/wiki/HwQJw7OhRiLCeYkXTKGcDulLnDe?from=from_copylink,Claude Code 工程师：为什么使用HTML文件作为AI规范丨How I AI,Claude Code 工程师：为什么使用HTML文件作为AI规范丨How I AI,20260518,HwQJw7OhRiLCeYkXTKGcDulLnDe,否
42,https://waytoagi.feishu.cn/wiki/JAyTwrcp7iWQUKknZ1Pc5vI5nQh?from=from_copylink,SEO Agent Skill 的一些实践思考,SEO Agent Skill 的一些实践思考,20260518,JAyTwrcp7iWQUKknZ1Pc5vI5nQh,否
43,https://waytoagi.feishu.cn/wiki/NPpWww9qAidxyZkS3l5cYKd9nkt?from=from_copylink,复盘【保姆级教程】：三小时我用 Codex 做了一条获奖视频,复盘【保姆级教程】：三小时我用 Codex 做了一条获奖视频,20260518,NPpWww9qAidxyZkS3l5cYKd9nkt,否
44,https://waytoagi.feishu.cn/wiki/MgQNwhMeriVT5FkbuNYcdNAHnnT?from=from_copylink,别只学提示词了：从Prompt到Context，再到Harness,别只学提示词了：从Prompt到Context，再到Harness,20260518,MgQNwhMeriVT5FkbuNYcdNAHnnT,否
45,https://waytoagi.feishu.cn/wiki/XyBjwDUB4i5JV7kfPklc6YzcnNh?from=from_copylink,Anthropic 更新：Manage Agent 开放自托管,Anthropic 更新：Manage Agent 开放自托管,20260519,XyBjwDUB4i5JV7kfPklc6YzcnNh,否
46,https://waytoagi.feishu.cn/wiki/Kzu6w2koFi07bZkAD2ec9KBgnN7?from=from_copylink,Codex 从零基础到精通——By WaytoAGI二师兄,Codex 从零基础到精通——By WaytoAGI二师兄,20260519,Kzu6w2koFi07bZkAD2ec9KBgnN7,否
47,https://waytoagi.feishu.cn/wiki/INqswe7yRi04AWkaOPNcYT4nnUe?from=from_copylink,Claude Code 小白完整入门教程(国产模型),Claude Code 小白完整入门教程(国产模型),20260519,INqswe7yRi04AWkaOPNcYT4nnUe,否
48,https://waytoagi.feishu.cn/wiki/Xdv8wBqQhiiNkBkLInIcK5ivnBf?from=from_copylink,实测，GPT Image 2 出UI设计图，Codex 帮我做出来并部署实现上线了！,实测，GPT Image 2 出UI设计图，Codex 帮我做出来并部署实现上线了！,20260519,Xdv8wBqQhiiNkBkLInIcK5ivnBf,否
49,https://waytoagi.feishu.cn/wiki/GUdCwkgxOiv1jakGm5HcvOF8nfe?from=from_copylink,2026 文字类提示词设计指南（上册）,2026 文字类提示词设计指南（上册）,20260519,GUdCwkgxOiv1jakGm5HcvOF8nfe,否
50,https://waytoagi.feishu.cn/wiki/NnT6wH4aBisHQpkM9pzcM43WnAf?from=from_copylink,GitHub CPO：AI 编程真正拼的不是模型，而是缓存、评测和工作流丨Claude,GitHub CPO：AI 编程真正拼的不是模型，而是缓存、评测和工作流丨Claude,20260519,NnT6wH4aBisHQpkM9pzcM43WnAf,否
51,https://waytoagi.feishu.cn/wiki/AvKDw6bFQi18HjkMhPkcW9RMnTf?from=from_copylink,张咋啦Zara：把 Claude Code 接入飞书：Claude Code Feishu Bridge,张咋啦Zara：把 Claude Code 接入飞书：Claude Code Feishu Bridge,20260520,AvKDw6bFQi18HjkMhPkcW9RMnTf,否
52,https://waytoagi.feishu.cn/wiki/YxZVwWdHLiClqVkGg1bcO0k1nSP?from=from_copylink,深度解读-FDE 前线部署工程师研究报告,深度解读-FDE 前线部署工程师研究报告,20260520,YxZVwWdHLiClqVkGg1bcO0k1nSP,否
53,https://waytoagi.feishu.cn/wiki/IZyDw3FLBitPL3kkHTPc51uvnFe?from=from_copylink,体验微信读书skill，给自己做一个【我的微信读书画像】信息表,体验微信读书skill，给自己做一个【我的微信读书画像】信息表,20260520,IZyDw3FLBitPL3kkHTPc51uvnFe,否
54,https://waytoagi.feishu.cn/wiki/Qbc1w11TtiYeO5k2A7jcOxtznpc?from=from_copylink,Kychrona：小白教程：如何用AI做一个线上博物馆,Kychrona：小白教程：如何用AI做一个线上博物馆,20260520,Qbc1w11TtiYeO5k2A7jcOxtznpc,否
55,https://waytoagi.feishu.cn/wiki/Lo0nw2IqXiDRFokBc6Lcsen9nfg?from=from_copylink,现场直击 Google I/O 2026：Gemini 3.5 Flash、Spark、Omni 三剑齐发,现场直击 Google I/O 2026：Gemini 3.5 Flash、Spark、Omni 三剑齐发,20260520,Lo0nw2IqXiDRFokBc6Lcsen9nfg,否
56,https://waytoagi.feishu.cn/wiki/OSGuw6RvRiRi3bkoYy9c4SC6nrg?from=from_copylink,GitHub到底是什么？小白一看就懂,GitHub到底是什么？小白一看就懂,20260520,OSGuw6RvRiRi3bkoYy9c4SC6nrg,否
57,https://waytoagi.feishu.cn/wiki/MBqxwDNyzi1eVqkU9SEcs6nSnod?from=from_copylink,产品经理如何把 Claude 变成自己的工作系统丨Aakash,产品经理如何把 Claude 变成自己的工作系统丨Aakash,20260520,MBqxwDNyzi1eVqkU9SEcs6nSnod,否
58,https://waytoagi.feishu.cn/wiki/PY3UwWOQyil9IRk0fZ9c1DdpnSc?from=from_copylink,来自 Codex 官方团队的分享：如何把 Codex 用到极致,来自 Codex 官方团队的分享：如何把 Codex 用到极致,20260521,PY3UwWOQyil9IRk0fZ9c1DdpnSc,否
59,https://waytoagi.feishu.cn/wiki/PF8mwiuibil7ASkiGRYcRggrn4G?from=from_copylink,Claude Code还是Codex？老金告你怎么选！,Claude Code还是Codex？老金告你怎么选！,20260521,PF8mwiuibil7ASkiGRYcRggrn4G,否
60,https://waytoagi.feishu.cn/wiki/OpxpwRsrYiaWs3kNUqbc2hhnngg?from=from_copylink,2026文字类提示词设计指南（下册）,2026文字类提示词设计指南（下册）,20260521,OpxpwRsrYiaWs3kNUqbc2hhnngg,否
61,https://waytoagi.feishu.cn/wiki/T60bwrWrfifRj9kRAxTccIrznKg?from=from_copylink,西羊石AI视频团队：真人短剧全流程制作方法，Gemini 3.5 Flash 提示词分享，照抄即可,西羊石AI视频团队：真人短剧全流程制作方法，Gemini 3.5 Flash 提示词分享，照抄即可,20260521,T60bwrWrfifRj9kRAxTccIrznKg,否
62,https://waytoagi.feishu.cn/wiki/EmdMw2ThSiXFm2kQmxMc2I0EnAb?from=from_copylink,20 个多数开发者不知道的 Claude Skills,20 个多数开发者不知道的 Claude Skills,20260521,EmdMw2ThSiXFm2kQmxMc2I0EnAb,否
63,https://waytoagi.feishu.cn/wiki/Hrbsw06rWitZjYkZi7KcoKOYnQf?from=from_copylink,一文看懂 Harness Engineering，帮你的 AI 提效 10 倍,一文看懂 Harness Engineering，帮你的 AI 提效 10 倍,20260521,Hrbsw06rWitZjYkZi7KcoKOYnQf,否
64,https://waytoagi.feishu.cn/wiki/O2nHwWvi5iFnygkJnzAcB1OVnh4?from=from_copylink,怎么让 Agent Skills 自进化？Agent 回答质量翻倍,怎么让 Agent Skills 自进化？Agent 回答质量翻倍,20260522,O2nHwWvi5iFnygkJnzAcB1OVnh4,否
65,https://waytoagi.feishu.cn/wiki/BawkwR9Hpig0yMktEb9cETBPnPe?from=from_copylink,开源一个 Skill，让 AI 接管你屏幕边那张便签纸,开源一个 Skill，让 AI 接管你屏幕边那张便签纸,20260522,BawkwR9Hpig0yMktEb9cETBPnPe,否
66,https://waytoagi.feishu.cn/wiki/UKSmwWYLfiZQTLkZmpIcW0CIn9N?from=from_copylink,9 个 Claude Cowork prompt 模板：把我 8 小时工作日压到 47 分钟主动监督,9 个 Claude Cowork prompt 模板：把我 8 小时工作日压到 47 分钟主动监督,20260522,UKSmwWYLfiZQTLkZmpIcW0CIn9N,否
67,https://waytoagi.feishu.cn/wiki/GrrPwjnNYivgGfk5KFtctDpMnvh?from=from_copylink,Obsidian 小白完整入门教程(本地知识库),Obsidian 小白完整入门教程(本地知识库),20260522,GrrPwjnNYivgGfk5KFtctDpMnvh,否
68,https://waytoagi.feishu.cn/wiki/L5owwvlxui0C24kLscjc0HrZnrP?from=from_copylink,使用 Google 构建 Agent的开发者指南：Antigravity、Agents API 和 ADK,使用 Google 构建 Agent的开发者指南：Antigravity、Agents API 和 ADK,20260522,L5owwvlxui0C24kLscjc0HrZnrP,否
