序号,URL,标题,链接文字,精选日期,doc_token,外部链接
11,https://waytoagi.feishu.cn/wiki/AGsOwPAMiiFevak4o0McTAldnnc?from=from_copylink,从一个自用配图 Skill，到 GitHub 本周第二：我们怎么封装自己的 AI 工作流,从一个自用配图 Skill，到 GitHub 本周第二：我们怎么封装自己的 AI 工作流,20260602,AGsOwPAMiiFevak4o0McTAldnnc,否
12,https://waytoagi.feishu.cn/wiki/IYmwwAhOZiSu8yklovcch1jynEq?from=from_copylink,每个开发者都必须理解的 10 个 AI 概念,每个开发者都必须理解的 10 个 AI 概念,20260602,IYmwwAhOZiSu8yklovcch1jynEq,否
13,https://waytoagi.feishu.cn/wiki/FMfawhxHiiwrO7kRfJCczHLtnLh?from=from_copylink,Sim-AI视频小白也能做导演？角色板与故事板就能出片（附完整提示词） ,Sim-AI视频小白也能做导演？角色板与故事板就能出片（附完整提示词） ,20260602,FMfawhxHiiwrO7kRfJCczHLtnLh,否
14,https://waytoagi.feishu.cn/wiki/A9yuwF2REiKU3qkwCpkchtqFnyg?from=from_copylink,来大理就应该Vibe Coding Everywhere!,来大理就应该Vibe Coding Everywhere!,20260603,A9yuwF2REiKU3qkwCpkchtqFnyg,否
15,https://waytoagi.feishu.cn/wiki/D5OCw9JU4im2YLk0zz1cjqvlnXv?from=from_copylink,Codex 发布重大更新 不再只是编码 捆绑 62 个应用和 110 个自动化技能 面向白领办公,Codex 发布重大更新 不再只是编码 捆绑 62 个应用和 110 个自动化技能 面向白领办公,20260603,D5OCw9JU4im2YLk0zz1cjqvlnXv,否
16,https://waytoagi.feishu.cn/wiki/U5Tfw48aiidbrfkj3CCcSuZvnMc?from=from_copylink,电商VOC深度分析Skill 2.0升级：可以一键直出专家级洞察报告了!,电商VOC深度分析Skill 2.0升级：可以一键直出专家级洞察报告了!,20260603,U5Tfw48aiidbrfkj3CCcSuZvnMc,否
17,https://waytoagi.feishu.cn/wiki/SVt5wQeIiivjp4khEl5clugWnae?from=from_copylink,智能体运行框架中的记忆现状,智能体运行框架中的记忆现状,20260603,SVt5wQeIiivjp4khEl5clugWnae,否
18,https://waytoagi.feishu.cn/wiki/KpxwwjS81iyVackDQNOcs3C6nTe?from=from_copylink,【实践手册】 Vibe Creating：基于Seedance 2.0 的视频创作新姿势,【实践手册】 Vibe Creating：基于Seedance 2.0 的视频创作新姿势,20260603,KpxwwjS81iyVackDQNOcs3C6nTe,否
19,https://waytoagi.feishu.cn/wiki/N2piwc0GOinyqOkL2HzcbVi1nNh?from=from_copylink,每个任务都有自己的运行框架：Claude Code 中的动态工作流,每个任务都有自己的运行框架：Claude Code 中的动态工作流,20260603,N2piwc0GOinyqOkL2HzcbVi1nNh,否
20,https://waytoagi.feishu.cn/wiki/Ix7iwMkF6iElASkxegrcoISanDc?from=from_copylink,15亿美元AI公司创始人：2026年决定胜负的思维转变丨Silicon Valley Girl,15亿美元AI公司创始人：2026年决定胜负的思维转变丨Silicon Valley Girl,20260603,Ix7iwMkF6iElASkxegrcoISanDc,否
21,https://waytoagi.feishu.cn/wiki/IABJwf1ZXisOq4kze7ycRMKRnxd?from=from_copylink,即览：手机上看 Markdown 和 HTML，怎么就这么难？,即览：手机上看 Markdown 和 HTML，怎么就这么难？,20260604,IABJwf1ZXisOq4kze7ycRMKRnxd,否
22,https://waytoagi.feishu.cn/wiki/OExewqrgbiqc7bkJicbcEszgnRf?from=from_copylink,1700位Builders报名、10个国家和地区：AGI Builder第一张地图浮现,1700位Builders报名、10个国家和地区：AGI Builder第一张地图浮现,20260604,OExewqrgbiqc7bkJicbcEszgnRf,否
23,https://waytoagi.feishu.cn/wiki/UpTRw2LJsiy7qWkfg0scEEuinQf?from=from_copylink,掌握 Claude Code 动态工作流：Anthropic 工程师实际使用的 6 种模式和 14 个步骤,掌握 Claude Code 动态工作流：Anthropic 工程师实际使用的 6 种模式和 14 个步骤,20260604,UpTRw2LJsiy7qWkfg0scEEuinQf,否
24,https://waytoagi.feishu.cn/wiki/W3hGwVI2WiczJxkSf2FckFNEnSe?from=from_copylink,如何从零打造AI-native服务公司丨Y Combinator,如何从零打造AI-native服务公司丨Y Combinator,20260604,W3hGwVI2WiczJxkSf2FckFNEnSe,否
25,https://waytoagi.feishu.cn/wiki/QIj1wcsNWiZ3sIkTZCbct7QinYc?from=from_copylink,Google DeepMind创始人斯坦福最新对话: 在AGI奇点的山脚下 | Demis Hassabis专访,Google DeepMind创始人斯坦福最新对话: 在AGI奇点的山脚下 | Demis Hassabis专访,20260604,QIj1wcsNWiZ3sIkTZCbct7QinYc,否
