序号,URL,链接文字,是否重要,周报时间
42,https://mp.weixin.qq.com/s/f2lkyCjTcsZ2fYYkGX-r4A,INNO100 全球创新旗舰店（Kickstarter 中国首家官方授权店），在深圳湾开业，主打“DIY 定制化服务+零售”,是,251129周
43,https://mp.weixin.qq.com/s/8XRfO8_1AXdZL5FAb8S0_A,Anthropic 推出 Claude Opus 4.5，在“内部工程招聘的笔试题”测试中，得分超过了所有人类求职者,是,251129周
44,https://mp.weixin.qq.com/s/Atjd3-vbRerAQ50CsJuGWQ,三大新功能,否,251129周
45,https://docs.qq.com/pdf/DY2NBTFZOZ1VUbkdx,Claude Opus 4.5 System Card 在线PDF文档,否,251129周
46,https://mp.weixin.qq.com/s/d2YlmdCp8-pKvq3n1zJhAg,AI投资无法形成共识,否,251129周
47,https://mp.weixin.qq.com/s/hXo9d91YqYfPNNJFiaKP0w,上集,否,251129周
48,https://mp.weixin.qq.com/s/S1W5xK5qDm_icCTuZ9sibw,下集,否,251129周
49,https://mp.weixin.qq.com/s/R2ewFt1dEj13q_vQ_E8LDg,Gemini，使谷歌重回领先,否,251129周
50,https://mp.weixin.qq.com/s/6sd5UkZbrVgSoj7wkZ_mcg,北美算力科普,否,251129周
51,https://mp.weixin.qq.com/s/QAg3fK57Z4ZumuzG9Bykqw,Andrej Karpathy开源「LLM 议会」，集成四大AI,否,251129周
52,https://github.com/karpathy/llm-council,体验地址,否,251129周
53,https://mp.weixin.qq.com/s/708TeU-5681giZBvqkxHNw,模型互评，可能会变成新的“benchmark”。,否,251129周
54,https://mp.weixin.qq.com/s/SQhXe5BtWu6YCz_RlhzvSA,华纳与 Suno 达成合作，将AI 音乐纳入版权体系，并以明确规则进行分成,否,251129周
55,https://mp.weixin.qq.com/s/YJEqsG3Lf7MBw_iGxMeafQ,PI获42亿融资，估值飙升至392亿；公司成立于2024年，总部位于旧金山，其团队堪称“全明星阵容”,否,251129周
56,https://mp.weixin.qq.com/s/-lNd4BckQijuWpxAvu2voQ?click_id=29,极亮Hypershell完成7000万美元融资（估值近4亿美元），重新定义消费级外骨骼,否,251129周
57,https://hypershell.cn/pages/about-us,官网地址,否,251129周
58,https://mp.weixin.qq.com/s/H5ntmu8EC0wdwGv9wk53kQ,国家，如何看AI对就业的影响（官方文章解读）,否,251129周
59,https://mp.weixin.qq.com/s/h81ycKFhxcO17r0t1-zghQ,Google嵌套学习论文：突破AI持续学习瓶颈,否,251129周
60,https://t.zsxq.com/g1nNh,新增2个JD in 北京 & 广州_AI产品经理_共计94个,否,251129周
