序号,URL,链接文字,是否重要,周报时间
30,https://mp.weixin.qq.com/s/6_WXtwXtrj_hCuEsRy52OA,美团，上线首个生活类Agent——小美（可下载app，但目前内测中）,否,250913周
31,https://mp.weixin.qq.com/s/D4crDBYWl27D0SwHO9sHnw,Claude更新：可直接创建、编辑文件。未来目标，打造无数个垂类Claude Code 应用？,否,250913周
32,https://mp.weixin.qq.com/s/SnopOdYgRSiuIC1-0gTdyg,即梦图片4.0，10个好用的进阶玩法,否,250913周
33,https://t.zsxq.com/8CmDv,AI相关电影推荐：攻壳机动队,否,250913周
34,https://mp.weixin.qq.com/s/ClApT03DB5hTC46psi_4RQ?click_id=290,华为新芯片突破，关键看两点：良率爬升、CUDA生态突围,否,250913周
35,https://mp.weixin.qq.com/s/vFrhN8yg6s8kHBUgn8uJ5Q,特斯拉给马斯克巨额“绩效奖励计划”，背后关键认知：技术革ming爆发期，头部企业的增长，没有天花板,否,250913周
36,https://mp.weixin.qq.com/s/hLvZEoVnJBCL-vReL5YoQA,GEO相关企业汇总,否,250913周
37,https://mp.weixin.qq.com/s/9eyyh6XBo6Y0Yb2_1oVuwQ,上半年，全球智能家居清洁机器人，出货量同比增长33%,否,250913周
38,https://mp.weixin.qq.com/s/hTz0kQ11W4I5Hys9ul6MdA,甲骨文3个月暴涨3倍，AI云服务洗牌：GPU稀缺催生“Neocloud”新势力,否,250913周
39,https://mp.weixin.qq.com/s/ebOuxvIdf20-MIa4O9FkWQ,Sam Altman最新访谈：世界上真正的稀缺资源，将是算力和能源，其他一切都变得非常便宜。,否,250913周
40,https://mp.weixin.qq.com/s/sBV-cdimUoWKuLT2p37p8Q,荷兰光刻机巨头ASML，将参与法国大模型独角兽Mistral AI的C轮新融资（17亿欧元）,否,250913周
41,https://mp.weixin.qq.com/s/BQs7AirMA4Q2uzZ-whxsAg,Anthropic 将支付至少15亿美元，以和解一群作家提起的集体诉讼,否,250913周
42,https://mp.weixin.qq.com/s/11RKheu8Mw2zVLhALwUOSA,OpenAI正和博通合作，自研代号 “XPU” 的 AI 推理芯片,否,250913周
43,https://mp.weixin.qq.com/s/I5MlLbk2UbYEE5mO9OKdtg,硅谷AI圈，华人占比巨大,否,250913周
44,https://mp.weixin.qq.com/s/ID-zxV08IGBaVXISBWZoag,美国陆军选定Anduril和Rivet，竞标新一代IVAS军用头显设备合同,否,250913周
45,https://mp.weixin.qq.com/s/BtLflbyeB8wkrZwyicYJsQ,Salesforce 的 AI 战略危机：巨额投入、低回报，企业级 AI 还远未爆发,否,250913周
46,https://m.okjike.com/originalPosts/68bf296ee5597c28d3c7da70,微信搜索框升级AI识图 + AI阅读功能。可在搜索框，总结文章、文件内容、提取图片文字,否,250913周
47,https://m.okjike.com/reposts/68c2757b9abf187838240768,即梦从9月11日15点开始，所有生图模型7天免费用,否,250913周
48,https://m.okjike.com/originalPosts/68c424442393a294a6cd8c60,MiniMax 发布音乐模型 Music 1.5,否,250913周
49,https://mp.weixin.qq.com/s/uIPowjW2o-KP7P4EwJXmGA,机器狗搭载激光武器，或为未来战争新方向,否,250913周
50,https://mp.weixin.qq.com/s/TRglg0ZQvsxBPPkiLOjDXg,追觅发布“仿生四足履带爬楼”扫地机器人 Cyber X，实现“多楼层房屋”自动上下楼,否,250913周
51,https://mp.weixin.qq.com/s/xuXVmstGAfqZgHard9PkiA,石头发布系列智能割草机，战略从家庭地面清洁，转向全场景“智慧生活”体验,否,250913周
52,https://mp.weixin.qq.com/s/U5QJ0w8OMUkyOa-lS08FHw,汽车「智能座舱」测评基准新版方案发布（AgentCLUE-ICabin）,否,250913周
53,https://mp.weixin.qq.com/s/LXh_soWcli9xi2L9M6vIyw,字节机器人全能大模型Robix（机器人推理、任务规划和自然语言交互），负责人李航博士（返聘顾问）,否,250913周
54,https://mp.weixin.qq.com/s/0NUx1Kokg5ueiDBd13te9g,Qwen3-Max-Preview击败Claude，阿里万亿参数大模型来了,否,250913周
55,https://chat.qwen.ai/,https://chat.qwen.ai,否,250913周
56,https://bailian.console.aliyun.com/?tab=model#/model-market,https://bailian.console.aliyun.com/?tab=model#/model-market,否,250913周
57,https://mp.weixin.qq.com/s/TfzFdjW9ijHhEATKN6Vmnw?click_id=278,第101届柏林国际消费电子展（IFA 2025），中国科技霸馆,否,250913周
58,https://mp.weixin.qq.com/s/uVZ3gEXfpgeHr4GRD55neA,安克创新（Anker）高管陆续创业，安克系生态已然成型,否,250913周
59,https://mp.weixin.qq.com/s/unyhhj68xkMb3f0qXSCxsw,OpenAI最新发现：模型产生幻觉，是因为主流训练和评估，奖励模型「猜测」，而非「承认不确定性」,否,250913周
60,https://mp.weixin.qq.com/s/6LvSuGs3DAbKKRh0d8r0Eg,OpenAI决定重组ChatGPT个性研究团队,否,250913周
61,https://mp.weixin.qq.com/s/gscHh4dv3lMrb2_5JLrSQw,对话地瓜机器人隋伟：VGGT、数据闭环与具身智能，机器人产业的新篇章,否,250913周
62,https://mp.weixin.qq.com/s/Xv32OYDaH0aN2_LWLP9A-Q,Thinking Machines Lab：为什么LLM推理，存在不确定性？,否,250913周
63,https://github.com/thinking-machines-lab/batch_invariant_ops,github地址,否,250913周
64,https://t.zsxq.com/nomrh,内推福利_新增3个JD in 北京 & 广州_AI产品经理_共计80个,否,250913周
