序号,URL,链接文字,是否重要,周报时间
44,https://mp.weixin.qq.com/s/A90W0wuKuwmQZLHvTrKrTQ,高阶玩法：让你的小龙虾变得“聪明又省心”,否,260307周
45,https://mp.weixin.qq.com/s/nPWlBNrDJAU8UUzCp7tCmg,谷歌高级 AI PM 的 OpenClaw 配置方案，让你的龙虾越养越聪明,否,260307周
46,https://github.com/Shubhamsaboo/awesome-llm-apps,Awesome LLM Apps,否,260307周
47,https://x.com/Saboo_Shubham_/status/2027463195150131572,原帖地址,否,260307周
48,https://mp.weixin.qq.com/s/nd5U3a1oVguV8YHT-PDcNg,给 OpenClaw 安装电表，记录 API 费用,否,260307周
49,https://mp.weixin.qq.com/s/pUQj-QH5knb78sOzHtJBOg,token出海，真有传说中那么受欢迎吗,是,260307周
50,https://mp.weixin.qq.com/s/fkFGtml56Zl86vW9mrq3-w,Token太贵，中国开源模型一夜之间霸榜了,否,260307周
51,https://mp.weixin.qq.com/s/o1ja-JMrShQ8Ybrc2bZNQQ,OpenClaw 2026.3.1正式发布，合并了九十多个PR,否,260307周
52,https://mp.weixin.qq.com/s/MTnpLe4KxTU0B9PgKa4Yyw,OpenClaw的Star数超越React、Linux，登顶GitHub，仅用了四个月,否,260307周
53,https://mp.weixin.qq.com/s/AGHtcd9NSqhPGhHwuNKD3Q,X 上 90% 的“OpenClaw 成功案例”，可能只是 Demo,否,260307周
54,https://mp.weixin.qq.com/s/TpqBHCg4wBjUcdZx_5gaEA,不懂代码的CFO，让龙虾搞定机票酒店，活得比我滋润,否,260307周
55,https://mp.weixin.qq.com/s/E3vEgxL5-KM9JViZGhOScA,OpenClaw“上门安装”生意爆火：需求背后是AI焦虑,否,260307周
56,https://mp.weixin.qq.com/s/ty1pGsjh_grIwEktyQQBPw,第一批靠OpenClaw赚钱的人，已经开始撤退,否,260307周
57,https://mp.weixin.qq.com/s/IKVcJmj_Bbk3CNwU0elDng,GPT-5.4 发布，首次将”推理 + 编码 + Computer Use“，融入一个模型，实现了“思考—执行—操作”的完整链条,否,260307周
58,https://mp.weixin.qq.com/s/F5qkuiuFfyxEjy89odDh9g,通用模型能力大幅跃迁：知识工作、推理与多模态整体升级,否,260307周
59,https://mp.weixin.qq.com/s/xoh1JB1z_0hsYDg3olYlVg,OpenAI 确定要上市了；英伟达撤资 OpenAI、Anthropic，以摆脱复杂局面,否,260307周
60,https://mp.weixin.qq.com/s/edA8NAUW2SDuV7QqkhkB3Q,英伟达撤资 OpenAI ，并叫停 OpenAI 、Anthropic 的后续投资，与晚期私募的投资方式不符；更有可能的是，英伟达正在迅速抽身，以摆脱极其复杂的局面,否,260307周
61,https://mp.weixin.qq.com/s/fqnRIhp5qL1vr8QZkBWpFQ,OpenAI投后估值达8400亿美元：敲定1100亿美元融资，是Anthropic最新融资近4倍,否,260307周
62,https://mp.weixin.qq.com/s/nq1Xg_JxEEWykP2yGfpgJQ,被封杀当晚，OpenAI 拿到了相同条款——Amodei 首次专访揭开 Anthropic 与五角大楼冲突内幕,否,260307周
63,https://mp.weixin.qq.com/s/H1jai4-oQw_94LmuulafNQ,白宫封杀Claude：AI伦理红线与国家安全的正面碰撞,否,260307周
64,https://mp.weixin.qq.com/s/dkgt2WvYna1SWsfiGXfNzw,禁令与空袭同时发生：军用版Claude已领先民用两代，AI战争进入失控边缘,否,260307周
65,https://mp.weixin.qq.com/s/9-Aw9-CV5h4D6CXRjErk-Q,深度揭秘Claude和Palantir是如何杀死哈梅内伊的？,否,260307周
66,https://mp.weixin.qq.com/s/UPqxXDAqR00BAR64OKpkFg,机器人租赁爆发，擎天租的出现，或是真正实现“商业化”的前奏,否,260307周
67,https://mp.weixin.qq.com/s/Jq6Rgr0DZSneVn_TdWbMpw,斯坦福“首门 AI 软件开发课”讲师：从写代码到管 Agent，大多数工程师还没准备好,否,260307周
68,https://www.youtube.com/watch?v=wEsjK3Smovw,原始视频链接,否,260307周
69,https://t.zsxq.com/xQTcd,AI 2.5时代，带来新的 big 机会_20260212,是,260307周
70,https://mp.weixin.qq.com/s/X3RqEjpvMqIL_lvnqXXFkw,谷歌发布Gemini 3.1 Flash-Lite，输出速度363 token/s，价格仅0.25美元/百万Token，性价比之王,否,260307周
71,https://mp.weixin.qq.com/s/JER2vhvAVPNXDZL7_3YoTA,Perplexity发布AI Agent系统“Perplexity Computer”,否,260307周
72,https://mp.weixin.qq.com/s/8fxELLSrH70ui4YR3f-FpQ,北京海淀 90 亿专项资金，助力极早期创新,否,260307周
73,https://mp.weixin.qq.com/s/eyf086yNcKUPA2fkbdQqeg,小米人形机器人，已在汽车工厂实习,否,260307周
74,https://t.zsxq.com/PESBm,团员分享_万字长文_具身机器人落地的关键：数据飞轮_@tianyuan,否,260307周
75,https://t.zsxq.com/aN12c,周日换频道（302）_团员分享_AI日报志愿者总结+栋梁群申请,是,260307周
76,https://t.zsxq.com/LVMGy,新增3个JD（北京&深圳，某当红AI硬件创业公司）_共计78个,否,260307周
