序号,URL,链接文字,是否重要,周报时间
36,https://m.okjike.com/originalPosts/68cb7bc11e5664293d97ed58,夸克 AI 创作可用Midjoureny 了；价格便宜一半多，支持mj大部分主要功能,否,250920周
37,https://mp.weixin.qq.com/s/CaymfB-oNfO6jCpfpDcKdw,AI数字人爆雷：卖脸者后悔，“数字分身”滥用成灾,是,250920周
38,https://mp.weixin.qq.com/s/UYoZ1UqnCQCZ1Gb4zUsTTQ,ChatGPT 和 Claude 使用报告公布。ChatGPT 周活7亿，非工作用途激增，每周消息总量达 180亿；Claude 编程为主、自动化任务飙升,否,250920周
39,https://mp.weixin.qq.com/s/3sVM2MnnITA5tlB6_uJaIA,英伟达发布革ming性芯片，支持百万级 Token。复杂服务将大量出现，并以极低价格长期提供,否,250920周
40,https://mp.weixin.qq.com/s/kcdItjibS6udA7EY0cDREQ,GPT‑5-Codex 发布：OpenAI 的 Claude Code,否,250920周
41,https://chatgpt.com/codex,体验地址,否,250920周
42,https://developers.openai.com/codex/cli,Codex入门,否,250920周
43,https://mp.weixin.qq.com/s/1OHG5SqW_N66-1W_hldRwQ,实测案例：直接在云端环境，完成编码、测试工作；可自己验收、截图给用户确认,否,250920周
44,https://mp.weixin.qq.com/s/pBq0ubtZ52m0PJEvumS2yQ,甲骨文股价暴涨36%，是“星际之门”的第一枪，但本质是在赌，自己能顶住“负现金流” and 最终OpenAI能付得起这笔钱,否,250920周
45,https://mp.weixin.qq.com/s/GVTJmeo5tKHAvSJNR6CqnQ,2030年，微软收入分成降至8%，OpenAI有望多留500亿美元,否,250920周
46,https://mp.weixin.qq.com/s/0ZFMVdZ94XOSrkiATkgobQ,哈佛论文揭示 AI 就业冲击：初级岗位断崖式下跌；能力中间值的毕业生，受打击最大,否,250920周
47,https://mp.weixin.qq.com/s/0gq5-fDROslJHLG5zU1BPw,Sam Altman最新专访,否,250920周
48,https://mp.weixin.qq.com/s/7SYiWTFr8-vMfnHj0Cc0IQ,灵犀X2高难动作突破：韦伯斯特空翻实测成功,否,250920周
49,https://mp.weixin.qq.com/s/5c2yYyMeilZTYuv4TIOyvw,从智元的每一步操作，看机器人行业的逻辑,否,250920周
50,https://mp.weixin.qq.com/s/xc-Eak1yVhAJmrFm9D9qkA,李飞飞发布 Marble 平台：支持生成永久 3D 世界,否,250920周
51,https://mp.weixin.qq.com/s/eZbO0djvDFF1nA4eUdwRuQ,AI笔记Granola推电话与关系图谱功能，覆盖全场景智能协作,否,250920周
52,https://mp.weixin.qq.com/s/D2NeqCDO8sYKEQ5hVTqDhA,马斯克 xAI 周末血裁500人，战略急转垂直AI,否,250920周
53,https://mp.weixin.qq.com/s/hIcWM2dlYK1mL2pPqLCvWQ,谷歌推出Agent支付协议AP2，打通AI自主交易与问责闭环,否,250920周
54,https://mp.weixin.qq.com/s/j5KgleaFCvaTH4MblYwpIg,AI医疗落地的14个案例,否,250920周
55,https://m.okjike.com/originalPosts/68ccc280d9abb9785dc1f8ba,谷歌发布带Gemini 的 Chrome 浏览器，支持总结页面，跨站点提炼信息等功能,否,250920周
56,https://m.okjike.com/originalPosts/68cce93e1ed9b53c7863c9b5,Luma AI发布首个AI推理视频模型 Ray3。支持视觉推理，可理解图片中的涂鸦要求。最高导出 4k 视频,否,250920周
57,https://mp.weixin.qq.com/s/90HU14Ty9MzF-Sl-AeLQoA,红杉资本的 AI 投资框架,否,250920周
58,https://mp.weixin.qq.com/s/93Kb93I3l7oXCSOC4pDlYA,即梦图片4.0上线4K直出（且免费），这就是AI人像的新巅峰,否,250920周
59,https://mp.weixin.qq.com/s/o9MArLQdCA-PdONkd_3kAw,阿里王牌Agent横扫SOTA，全栈开源力压OpenAI！博士级难题一键搞定,否,250920周
60,https://mp.weixin.qq.com/s/LYjxxQxqqNylsUrDIHQKKw,如何优化Context Engineering,是,250920周
61,https://mp.weixin.qq.com/s/2sNq-AMGP3CODOvkqxrb8w,前OpenAI姚顺雨：智能边界，是由不同交互方式决定的，而非由一个single model决定,否,250920周
62,https://mp.weixin.qq.com/s/jCN0RR5B7L_zbHyTwn3_Ww,OpenAI联创Brockman：GPT-5 Codex将重塑软件工程，软件代码重构存在巨大商业空间,否,250920周
63,https://mp.weixin.qq.com/s/qNws12ChV263_EQwNjMk_A,大模型，是通用型机器人突破的关键,否,250920周
64,https://t.zsxq.com/cQLbE,新增67个JD in 北上深杭&新加坡_AI产品经理_共计110个,是,250920周
65,https://t.zsxq.com/ThlqN,周日换频道（290）_团员分享_我吓一大跳，那个人是我吗_@小精灵,是,250920周
