序号,URL,链接文字,是否重要,周报时间
34,https://mp.weixin.qq.com/s/n23pElxtufKy_rTc5V1BUw,Altimeter 合伙人深度解析 Prediction Market：从“投票真相”到“知识资产化”的新物种,是,251011周
35,https://mp.weixin.qq.com/s/oMsItbQUJr6sqgkJy_yA_A,OpenAI 年度发布会：Agent平台/Sora API/第三方接入ChatGPT/...,否,251011周
36,https://mp.weixin.qq.com/s/YpNMlOVAviKq6-GXkYUG5A,Connector Registry,否,251011周
37,https://mp.weixin.qq.com/s/1OHG5SqW_N66-1W_hldRwQ,刘小排相关文章,否,251011周
38,https://developers.openai.com/codex/cli,Codex入门（官方教程）,否,251011周
39,https://chatgpt.com/,网页,否,251011周
40,https://mp.weixin.qq.com/s/UYToRXmbE6O91WmP6xGPzA,OpenAI 推出 Sora 2——AI版抖音（只包含由 AI 生成的视频内容）,否,251011周
41,https://mp.weixin.qq.com/s/X9HUkS-o3KZq7kDWZ26egQ,我的12个“2024AI猜想”,否,251011周
42,https://mp.weixin.qq.com/s/GMeDAxIOPvkDv3b1lU3ZHg?click_id=1,OpenAI上线“即时结账”功能，ChatGPT对话，可直接完成商品购买,否,251011周
43,https://mp.weixin.qq.com/s/K-zyw_XWrfPDjdFMZ5lCRg,奥特曼亲赴韩国，与韩国总统李在明、三星电子会长李在镕、SK集团会长崔泰源会晤，并达成合作,否,251011周
44,https://mp.weixin.qq.com/s/UBnOcwUrVFHdGVvlNAisig,奥特曼：AI 超越人类只剩 5 年；GPT-8 将成为划时代分水岭，2030 年或将实现 AGI,否,251011周
45,https://mp.weixin.qq.com/s/NvRmYwdmzT720EDjbaTh8g,受益于智驾内卷，无人配送车，半年获35亿投资,否,251011周
46,https://mp.weixin.qq.com/s/SKo-HdiOB8Tfb467EftbqA,理想第二款纯电SUV——i6 发布，锁定20-30万元的纯电市场,否,251011周
47,https://mp.weixin.qq.com/s/rRvbBpBiFw7syic_LrFI9g,"特斯拉开源新专利——""基于全局基准点的自动化外饰件装配系统""，单车装配时间压缩到秒级，是汽车工业生产体系的全面升级",否,251011周
48,https://mp.weixin.qq.com/s/yCMffiFjJBxub1ydMA7slw,xAI现高管离职潮+裁员1/3的Grok数据团队（但会大规模招聘「专业」标注员）,否,251011周
49,https://mp.weixin.qq.com/s/Ngh5qQTYZzhGSs9roJfbTw,xAI正进行200亿美元融资，英伟达参投20亿美元,否,251011周
50,https://mp.weixin.qq.com/s/2KZgrNDfJuIhDHS15f6A_w,清华物理系传奇姚顺宇离职，不认同Anthropic（反华价值观），加入DeepMind,否,251011周
51,https://mp.weixin.qq.com/s/7xL8_McRWGnzjSy5cbx5TA,Anthropic新研究：250份有毒文，即可给大模型植入后门，远低于业界预期,否,251011周
52,https://mp.weixin.qq.com/s/FomQXc9ZzcLZ9OoUVHYNng,英国前首相苏纳克，担任微软和Anthropic公司的高级顾问，提供战略、宏观经济和地缘政治趋势方面的建议,否,251011周
53,https://mp.weixin.qq.com/s/dB5z9Lta7TTiytPV3b2sNQ,在AI时代，数据不再是隐私，而是商品。你的声音、习惯、情绪，随时都可能被打包进训练集，变成别人赚钱的筹码。利润多，但风险大,否,251011周
54,https://mp.weixin.qq.com/s/z6yjOH8xvAOeM6HNaq3IWg?click_id=46,Reflection AI获20亿美元融资，要做美版DeepSeek,否,251011周
55,https://mp.weixin.qq.com/s/fFcj-E1pjXVebdLWv1Vtgw,Thinking Machines 推出 Tinker：让模型微调，像改代码一样简单,否,251011周
56,https://mp.weixin.qq.com/s/OBnvgkTxcbIx3KNILK2zcg,AI 编码长出一个新赛道：专门负责“代码审查/Review ”的 AI 应用,否,251011周
57,https://mp.weixin.qq.com/s/im-SVS4EtOfOxSsVRC6GSA,玩具产业权力洗牌，成人消费与IP收藏驱动新增长,否,251011周
58,https://mp.weixin.qq.com/s/wLjroO9Bn4oG9cuLOO-dWw,AI 大佬集体涌入小红书：AMA（Ask Me Anything） 热潮背后的平台逻辑、新叙事,否,251011周
59,https://mp.weixin.qq.com/s/J9d0mxDbL5b_MpRQaSBbEg,九月中文大模型基准测评结果发布,否,251011周
60,https://mp.weixin.qq.com/s/0UpIKQvZnz8uBwqyDd4jaA,十位离职华为的「天才少年」,否,251011周
61,https://mp.weixin.qq.com/s/6Hegk_nZJBFYtrbBtF9yiQ,对话Lukasz Kaiser（“Transformer八子”之一、GPT5发明者）,是,251011周
62,https://t.zsxq.com/ODBnJ,反共识：2025年，Agent可能不会爆发_20250124,否,251011周
63,https://mp.weixin.qq.com/s/q5-F7-69_VTsed3H6ze7tA,通用机器人是陷阱，要用场景驱动，可靠性才是第一位,否,251011周
64,https://t.zsxq.com/cANV9,周日换频道（292）_团员分享_做“AI日报志愿者”的收获复盘｜被“奖励函数”点亮的每一天 @知之,否,251011周
65,https://t.zsxq.com/99uy3,新增3个JD in 深圳 & 合肥（含1个实习JD）_AI产品经理_共计89个,否,251011周
