序号,URL,链接文字,是否重要,周报时间
55,https://mp.weixin.qq.com/s/bh3wi-CmBDTS2ZnbH0L6Vw,OpenClaw最强外挂出现：小龙虾抓不到数据有救了！,否,260314周
56,https://github.com/D4Vinci/Scrapling,项目地址,否,260314周
57,https://m.okjike.com/originalPosts/69abd4a025bae566129ab186,GitHub项目：谷歌浏览器 DevTools MCP,否,260314周
58,https://github.com/ChromeDevTools/chrome-devtools-mcp,项目地址,否,260314周
59,https://www.xiaohongshu.com/discovery/item/697b3bef000000000b013b9b?source=webshare&xhsshare=pc_web&xsec_token=CBHKktVvnljm0_43IlUbbSgenwQe-GtNksmLsFZ6SBOuM=&xsec_source=pc_share,中转API，数据会被人偷看么？,否,260314周
60,https://www.xiaohongshu.com/explore/69ab87b50000000015020fb5?app_platform=ios&app_version=9.20&share_from_user_hidden=true&xsec_source=app_share&type=normal&xsec_token=CBB5mQh6KaR7LnLxmokH6rQBwF-bsmrqxyBE-JLsbySXs=&author_share=1&xhsshare=WeixinSession&shareRedId=N0wyRkc2O002NzUyOTgwNjY0OThKSUlB&apptime=1772947822&share_id=3cb3be11917f4d1caebe88e9a1e622d7,API 中转的行业科普，从底层往上捋一遍,否,260314周
61,https://mp.weixin.qq.com/s/s_8yqfuwh_hhiey7pYB-aQ,OpenClaw最新测试版（2026.3.7）推出，上线最新的GPT-5.4和Gemini Flash 3.1,否,260314周
62,https://mp.weixin.qq.com/s/xyBaJfG_R7jHmcybgaICvQ,OpenAI为龙虾，紧急收购Promptfoo，解决安全问题,否,260314周
63,https://mp.weixin.qq.com/s/PszEPEHv-q0OicQPx-0G9Q,小米推出miclaw（雷军称之为“手机龙虾”）,否,260314周
64,https://mp.weixin.qq.com/s/P-lBAqB-_kyoK2h9MY85XQ,腾讯上线两款类Claw（龙虾）AI Agent产品,否,260314周
65,https://www.codebuddy.cn/agents/,国内版,否,260314周
66,https://www.codebuddy.ai/agents,国际版,否,260314周
67,https://mp.weixin.qq.com/s/U3tFcuId9omJspGGeTTO-A,QClaw，可本地一键部署 OpenClaw + 直连微信,否,260314周
68,https://mp.weixin.qq.com/s/vyabrIUPyDsvXVLHi1vevA,其他 3 个测试案例,否,260314周
69,https://watcha.cn/products/qclaw,观猹平台,否,260314周
70,https://autoglm.zhipuai.cn/autoclaw/,智谱发布AutoClaw：最傻瓜的本地OpenClaw部署，Mac版可一键接入飞书,否,260314周
71,https://mp.weixin.qq.com/s/_HZBBlad99_yaxzrPCzleg,141个OpenClaw项目：赚最多钱的不是做AI的，是卖垂直行业服务包的,否,260314周
72,https://mp.weixin.qq.com/s/FtYMIr9XRFSFfzvKyQZIsA,OpenClaw上门安装，竟然出现了「龙虾到家」服务平台,否,260314周
73,https://longxiadaojia.com/,官网,否,260314周
74,https://mp.weixin.qq.com/s/ELJcncSDmDjzi8_q7Hc_QA,Anthropic在同一周，发布了应用商店和裁员预警，这不是巧合,否,260314周
75,https://mp.weixin.qq.com/s/HG7oBnaq7pFWkdj837wJIw,突发！Anthropic起诉美国政府，指控特朗普“越权封杀”,否,260314周
76,https://mp.weixin.qq.com/s/s6f9wRo6x7o1Pr7iD6oZPw,打工人狂喜！Claude聊天直出交互式图表、示意图、其他可视化内容，且可随时调整、修改,否,260314周
77,https://mp.weixin.qq.com/s/ltdwhCjzfFgvjlJhH61rEg,美军AI战争实验曝光：Claude 24小时，锁定伊朗1000个目标，战争进入“机器速度”时代,否,260314周
78,https://mp.weixin.qq.com/s/9nJJjoMJH6Pr1oCrJb5LBg,马斯克最新对话：AI 尚未实现“递归自我提升”，但即将到来,否,260314周
79,https://mp.weixin.qq.com/s/BcckyFtQwaFPCzgTJ23NnA,xAI十一位联创，仅剩两人，马斯克从头再建，挖来两位天才少年,否,260314周
80,https://mp.weixin.qq.com/s/x1PDYZM2P8vSauWJUBXbyw,从Cursor挖人，打造“数字擎天柱”。,否,260314周
81,https://mp.weixin.qq.com/s/s8IyrVSX_wjPNeVWAh8fUw,美国医疗AI争夺战：巨头押注基建与平台，创业公司垂直突围，数据金矿待挖,否,260314周
82,https://mp.weixin.qq.com/s/KsqOq-v_alaQHFh5h6UPOg,Harness的价值，被严重低估了,是,260314周
83,https://mp.weixin.qq.com/s/zTSraDG4fpjK3ADBW7y_-Q?click_id=9,全面解析“世界模型”：定义、路线、实践与AGI的更近一步,否,260314周
84,https://mp.weixin.qq.com/s/aH-qBjuUHsBbzC9Unfso8w,成长的底层逻辑（AI、产品经理强相关，150页PPT，1小时50分钟）,是,260314周
85,https://t.zsxq.com/MBeDx,这个世界上，已经有一个地方，会同时放大“人的优点和缺点”,否,260314周
86,https://t.zsxq.com/hLT3t,内推福利_新增4个JD（北京/上海/杭州/深圳/成都/佛山）_共计79个,否,260314周
