序号,URL,链接文字,是否重要,周报时间
64,https://my.feishu.cn/wiki/FQZJw1BCziy62FkyDL5csTZ6nsg?fromScene=spaceOverview,AI产品经理的实操手册,否,260207周
65,https://my.feishu.cn/wiki/HTr7wBZRRiv7Zrkgw87ctqVhneb?fromScene=spaceOverview,2.1.6 情感AI/AI社交/AI陪伴,否,260207周
66,https://t.zsxq.com/19IfWqqLs,强烈推荐大家体验下最新的情感AI产品：Hume.AI_20240401,是,260207周
67,https://t.zsxq.com/19r0j5kDp,Hume.AI CEO Alan Cowen最新访谈视频+CEO个人背景分析_20240422,是,260207周
68,https://t.zsxq.com/SkSu4,Hume.AI的API演示界面惊艳上线、情感AI赛道正在开启_20240506,是,260207周
69,https://mp.weixin.qq.com/s/Uf-vJ20DlCX9c1wP6m8s9g,SpaceX兼并xAI，描绘太空算力蓝图，但面临技术挑战与资本操作质疑,否,260207周
70,https://mp.weixin.qq.com/s/UoYyAlxPkdkcoPnNrvNP5g,万亿市值一夜蒸发！Claude Cowork会让“软件（SaaS）已死”？,否,260207周
71,https://mp.weixin.qq.com/s/Pa61AAq3yL79e5ZcwHaVJw,Claude Cowork配套的 11 款职能插件,否,260207周
72,https://github.com/anthropics/knowledge-work-plugins,地址,否,260207周
73,https://mp.weixin.qq.com/s/TyCnwCOTBgGRyCGhnzPeJw,OpenAI最新一轮融资，目标1000亿美元（估值达到约8300亿美元）——英伟达将投资近200亿美元、亚马逊计划投最高达500亿美元，软银考虑投300亿美元,否,260207周
74,https://mp.weixin.qq.com/s/S8DElXBseV-aYwe6q61qVA,Anthropic 计划允许部分员工股权变现（以3500亿美元估值出售公司股份，将与200亿美元融资轮次同步推进）,否,260207周
75,https://mp.weixin.qq.com/s/T1D2CQpmDkLYF7EuvTTJgg,英伟达2026年GTC大会嘉宾，杨植麟是唯一一位“来自独立大模型创业公司”的代表,否,260207周
76,https://mp.weixin.qq.com/s/LGq0iCALc9m7wJdVtchmKw,Jason Rubin从Meta离职，结束十一年VR征程，未来将投身于野生动物摄影,否,260207周
77,https://mp.weixin.qq.com/s/NWJpHLeuGGTzmRDEKMLQgQ,可灵3.0 、3.0 Omni 实测,否,260207周
78,https://mp.weixin.qq.com/s/WQq9e1DUz81WUJgye3fmPQ,Agent离规模化落地，还有哪些难题,是,260207周
79,https://mp.weixin.qq.com/s/K50US5vL5BGVhRXKXYO8VA,Agent Infra的未来：可控、可替换、高容错、便于协作的执行环境,否,260207周
80,https://mp.weixin.qq.com/s/Ia86VWKtqLSABaVzu3Bsfw,AI看不懂色盲测试，是因为它只是“局部的处理像素”，只是在计算世界，无法真正看（理解）世界,否,260207周
81,https://t.zsxq.com/Uf4vy,周日换频道（301）_「成长搭子群」内部分享精选25（10个内容点）,是,260207周
82,https://t.zsxq.com/6HlpJ,（72小时内）_免费开通小报童「黄钊的AI日报·第十季」,是,260207周
83,https://t.zsxq.com/4gsaj,新增3个JD in 深圳_共计102个,否,260207周
