序号,URL,链接文字,是否重要,周报时间
37,https://browser.qq.com/,下载 QQ 浏览器,否,260411周
38,https://mp.weixin.qq.com/s/DmZXjgIzq5gBo3H-YtcjVw,karpathy：做小型知识库，可告别RAG,否,260411周
39,https://gist.github.com/karpathy/442a6bf555914893e9891c11519de94f,点击跳转，需外网,否,260411周
40,https://mp.weixin.qq.com/s/RmU3albmI_T46NVoC0ieFQ,Anthropic 重磅更新：Advisor 策略 + Monitor 工具更新，花 Sonnet 的钱，用 Opus 级智能,是,260411周
41,https://mp.weixin.qq.com/s/u3POjZOj1m1rtgV4M5OPKg,Anthropic 发布最强模型 Mythos：目前只供合作机构，进行网络安全防御,是,260411周
42,https://mp.weixin.qq.com/s/gu0pFEQlb8NeKBFU-cdhpA,可能预示着 Claude 产品线扩展,否,260411周
43,https://mp.weixin.qq.com/s/jIGVFKGiS7ZnsuXMcAHsJg,Claude有时会自行“修改底层系统权限”——Agent的系统性风险出现,否,260411周
44,https://mp.weixin.qq.com/s/F9mimuW3ym61JL5SqqwGbQ,Claude订阅，不再涵盖OpenClaw等第三方工具的使用。如要通过Claude账户使用第三方工具，需另行付费,否,260411周
45,https://mp.weixin.qq.com/s/bqaj5Wu887fr30jhSHMMRQ,官方公告里提到“第三方用量大、模式不一样，影响容量、成本管控”，说明扰动了官方的资源规划,否,260411周
46,https://mp.weixin.qq.com/s/hG-KuNgz-3P_A2yL7Qb37w,Anthropic年化收入，首超OpenAI：3个月飙至300亿美元，企业级AI商业化加速兑现,否,260411周
47,https://mp.weixin.qq.com/s/0LlrEjVxJI0D_J1ns6ypow,Google DeepMind，发布新一代开源模型 Gemma 4,否,260411周
48,https://mp.weixin.qq.com/s/bJqDYmYlIdLNbLAwY6zgcw,E2B和E4B，把多模态，塞进了端侧小模型,否,260411周
49,https://mp.weixin.qq.com/s/suqXEWgPeFi0-V1pN6WQyw,奥特曼AI新政曝光：发钱、上4休3、机器人交税，超级智能时代的“保命四件套”,否,260411周
50,https://mp.weixin.qq.com/s/1r3NoHPXfANOyK14lgc3Vg,ChatGPT成「sha人案」帮凶——一韩国女性，借助ChatGPT，一个月内连续毒杀两人,否,260411周
51,https://mp.weixin.qq.com/s/H3U3S0kx7-gAeYx-cAwcQw,亚马逊裁员1.6万，IBM扩招3千：AI时代企业，正在重写组织结构，只缺“能带着系统交付结果”的人,否,260411周
52,https://mp.weixin.qq.com/s/iHq-X2QVOvF1VJpKwhnqmw?click_id=13,中国AI芯片：华为出货量占国内半壁江山，英伟达份额大幅下滑至55%,否,260411周
53,https://mp.weixin.qq.com/s/_xjhh2mm5nZvQrvqAEBMuw,深圳明湾学校的「微光黑客松」公开招募｜今年暑假 7.9-7.12,否,260411周
54,https://mp.weixin.qq.com/s/N0OBBlPIdUKJzRU0ZCciFg,Anthropic 官方 Harness 发布：全面解读 Managed Agents,否,260411周
55,https://www.anthropic.com/engineering/managed-agents,博客地址,否,260411周
56,https://mp.weixin.qq.com/s/sDOJddds1A1L532iuQ5mMQ,一部分做 AI 智能体基础设施的团队，可能会失业,否,260411周
57,https://t.zsxq.com/axgXs,会员福利发布：AI季度资料包（2026Q1版-71份-575M）,是,260411周
58,https://t.zsxq.com/7NRts,周日换频道（305）_清明祭祖分享_20260406,否,260411周
