序号,URL,链接文字,是否重要,周报时间
15,https://mp.weixin.qq.com/s/rBpXb_48oEQIBTqHW_HxmA,硅谷颠覆传统国防模式，AI武器自主化引发伦理危机,否,251018周
16,https://mp.weixin.qq.com/s/MM4qMZP8qtVjnUTBJdjeJA,AI 时代创业的大机会，是专业服务规模化,否,251018周
17,https://mp.weixin.qq.com/s/8qlCQd6JUyr2pbASn53VpQ,Sora2并非技术革ming，只是模式创新，而且是战略失误，忽视了真正有商业价值的赛道——复杂服务,否,251018周
18,https://mp.weixin.qq.com/s/PS1nEXFGbAruPI4gTVPjfw,甲方索要源代码，本质上是个笑话,否,251018周
19,http://xhslink.com/o/5RwJ0CrBXpv,AI视频：“青春之约”——5位水利大师，拥抱年少的自己（49秒）,否,251018周
20,http://xhslink.com/o/3qOnha34nhP,、AI视频：成都城市宣传片——用AI动画“摆龙门阵”（2分37秒）,否,251018周
21,https://mp.weixin.qq.com/s/g9Dqk2iZDnvUmbvZ3-Y30A,、科大讯飞“AI翻译”再升级,否,251018周
22,http://xhslink.com/o/ALheo89FJN4,、AI视频：属于自己的答案（1分42秒）,否,251018周
23,https://m.okjike.com/originalPosts/68ef520fd9abb9785d882c31,Suno V5 用陶喆风格，重新演绎周杰伦的《搁浅》,否,251018周
24,https://mp.weixin.qq.com/s/8GC1_JWGBZk1lr5LJ85yWg,央视报道 00 后黄彦钧，手搓全套“钢铁侠”战甲,否,251018周
25,http://xhslink.com/o/3nobmHPbokM,、AI视频：霍格沃兹师生探访齐鲁大地（1分10秒）,否,251018周
26,https://mp.weixin.qq.com/s/XvpAB4oROrn4s7vq66h2uQ?click_id=253,GPMI打通“一根线连所有”，192Gbps高速传输，重构大屏交互生态,否,251018周
27,https://t.zsxq.com/De9GI,最新版的“AI季度资料包”发布了~（2024Q3-82份-632M），星球会员免费领取,是,251018周
28,https://mp.weixin.qq.com/s/agWhNNfWZcGXjH6Mq_Q7AA,教程+案例：飞书多维表格,是,251018周
29,https://base.feishu.cn/,体验地址,是,251018周
30,https://m.okjike.com/originalPosts/68e7c29c709ecd5aa387024c,、百万粉博主 Dan Koe 的工作流，每天 2 小时，覆盖全平台内容生产,否,251018周
31,https://mp.weixin.qq.com/s/8rSCTXEiPWRtygSkTHNcIA,、Manus 1.5发布，具备“全栈网页应用”开发能力,否,251018周
32,https://langsnap-asmkq9xh.manus.space/,体验地址,否,251018周
33,https://aipodhub-9trunnsl.manus.space/,体验地址,否,251018周
34,https://watcha.cn/products/manus15,官网地址,否,251018周
35,https://blogs.windows.com/windowsexperience/2025/10/16/making-every-windows-11-pc-an-ai-pc/,微软正把Manus的能力，直接整合进Windows，很可能直接预装，让Manus能利用系统级MCP协议，自动访问用户的本地文件、上下文信息。,否,251018周
36,https://mp.weixin.qq.com/s/fPltV-j42pOp6cP0cOW7JQ,「观猹」测评：AI PPT 口碑榜,否,251018周
37,https://mp.weixin.qq.com/s/Ksy57O07ZQR7JpF2R2VvUw,豆包语音2.0：首个支持“复杂公式朗读”的语音合成模型,否,251018周
38,https://console.volcengine.com/speech/new/,https://console.volcengine.com/speech/new/,否,251018周
39,https://console.volcengine.com/speech/new/experience/clone,https://console.volcengine.com/speech/new/experience/clone,否,251018周
40,https://m.okjike.com/originalPosts/68f11b6100c0686ab57507eb,Suno V5 生成爆款 AI 音乐教程（带提示词）,否,251018周
41,https://mp.weixin.qq.com/s/v9DysezfvRYD5GNAwKchVg,就诊问问 2.0：用对话代替搜索，用陪伴代替回答,否,251018周
42,https://mp.weixin.qq.com/s?__biz=MzU5MTA2MzA4Nw==&mid=2247486712&idx=1&sn=c6a9b654447b132f72ba4e440ed364aa&key=daf9bdc5abc4e8d0eedcc2945ec03389561cd117ae181f9bcabf5acf3cdb6a3e84bafed4a08f1018b5516c9e27154f98790cba0591288f573b9c6c72420ff0a80bcde385de4e595ac636a3fa831e52c8bc0999a6fdb337cad5f0151a3527cb5bcaf964630bef2d449bfaaa8c5067c5ec07ab2587094fb1347550a2e4d5950033&ascene=1&uin=MTYxNDIyMTEyMQ%3D%3D&devicetype=UnifiedPCMac&version=f2641112&lang=en&countrycode=MT&exportkey=n_ChQIAhIQLnuFj%2Bs8n6K0EV9OEEe%2BGRLrAQIE97dBBAEAAAAAAP5UOn%2B%2Fy34AAAAOpnltbLcz9gKNyK89dVj0L5n7ai0rEO2ipfM3wbwHphE%2FcTkRnXBlLS48Cxn2dlaEKV5ITGR8OCUgp3yZarq0v%2BYoUmgEaWYrHgNKRcyW5D%2B9C33x5tBUQ93JYSUmTJKoJ8xM3ZmOX%2BOWQ%2FERC9c%2B9PPIXYvwmUjAruxC9T7bauh1BKfwwEIQaD7FEk8U4IKonQ623vI2QPB7eLCiATnDfBYYPPYRI8ZK%2Bi3U0d1xAaUQgVBFUndlUmsdkzfCXu84VAqMiIGA4xh%2BU%2Bmd96u1EGg5CtQ%3D&acctmode=0&pass_ticket=UDCa9pzez1JUeEve2B7v3976jJRpVtpcFSAampXv5YZ6vT0werksZA873tCmik4%2F&wx_header=0,云迹机器人虽上市，但难以掩盖其业务单一、上限太低、市场策略不足、竞争压力大等问题,是,251018周
43,https://mp.weixin.qq.com/s/uK4sxTVwsbFgs0mlIOqUzw,Google发布视频模型Veo3.1，只是增加模型功能，模型质量并没有太大的提升,否,251018周
44,https://mp.weixin.qq.com/s/0rtvxXPfCHsqKgvnSLjeTg,Google DeepMind官宣，与全球商业聚变能源公司巨头CFS合作，用AI加速核聚变能源开发,否,251018周
45,https://mp.weixin.qq.com/s/pSuUNqs8KXR8tHREZ0WtLQ,Anthropic 和 Salesforce 扩大合作范围：Claude 现可在 Salesforce 虚拟私有云里跑，本质是一种私有部署,否,251018周
46,https://m.okjike.com/originalPosts/68efd6111ed9b53c7830c96f,Anthropic 发布Claude Haiku 4.5 模型，代码能力跟 Sonnet 4 接近，但价格仅30%，速度比 Sonnet 4 快两倍,否,251018周
47,https://mp.weixin.qq.com/s/jEz6W9A8BeseGxADWcAKGw,又一苹果华人AI高管被Meta高薪挖走（杨克，负责苹果的AI搜索与问答系统）,否,251018周
48,https://mp.weixin.qq.com/s/CGyi-2DxlFieSkfUmh3muw,先拒绝超10亿offer，再选择二进宫，超级天才Andrew Tulloch重返Meta,否,251018周
49,https://mp.weixin.qq.com/s/L135GqmGAGFSrbrTEhs6Cw,英伟达正式发布 DGX Spark：开启个人 AI 超算时代,否,251018周
50,https://mp.weixin.qq.com/s/o4CQf2GOob-IIMbrdldOGw,英伟达投资过的AI公司信息汇总（部分）,否,251018周
51,https://mp.weixin.qq.com/s/PYmYs1vbkUP5RqsFWcvI8g,ChatGPT 将开放成人内容,否,251018周
52,https://mp.weixin.qq.com/s/G27q856N0Y2cju5KkSmw1w,黑洞物理学家Alex Lupsasca，加入 OpenAI for Science（目标：打造一个 AI 驱动的平台，以加速人类的科学发现进程）,否,251018周
53,https://mp.weixin.qq.com/s/JicNcD_K6p8t1xvQzyhZeg,售价3万元起，M5版Apple Vision Pro，将于10月22日发售，支持3000余款visionOS专属应用,否,251018周
54,https://mp.weixin.qq.com/s/mT09otljKq-bKgA6pV2fkA,TikTok、美团、滴滴、比亚迪、快手扎堆涌向巴西,否,251018周
55,https://mp.weixin.qq.com/s/55bexwqPGg3aNMIiebcBBA,爱诗科技完成 1 亿元 B+ 轮新融资，ARR 突破 4000 万美元,否,251018周
56,https://mp.weixin.qq.com/s/SSqkHsT4WDtvub9L5ebSNg,滴滴自动驾驶，完成D轮融资（总额20亿元），用于加大AI研发投入、推动L4自动驾驶应用落地、加速首款Robotaxi量产车落地,否,251018周
57,https://mp.weixin.qq.com/s/p1wTrEzVUVtdsWh9zYP15Q,智谱被传上市前突击大裁员！,否,251018周
58,https://mp.weixin.qq.com/s/TgzjRqx3BNGzY4khaUoCAg,人形机器人，虽然短期落地不可能，但市场行情（热度）会继续,否,251018周
59,https://mp.weixin.qq.com/s/QcuQIsYnWDOmplJRiusraQ,时的科技完成载多人飞行试验（倾转旋翼E20 eVTOL，创始人同乘 ）,否,251018周
60,https://mp.weixin.qq.com/s/thg4FZAXzyOGSqfLPMKKpQ,活久见！安世半导体，成为首家被中美“同时制裁”的公司,否,251018周
61,https://mp.weixin.qq.com/s/QncYeTUe73yGWxg5Kpbm5g,中国对稀土实施的出口管制，抓住了美国高科技和军工产业的命脉，标志着中美双方进入了“相互管制”的时代,否,251018周
62,https://mp.weixin.qq.com/s/IDzNolabuie5-KRN974ZFA,0.1%稀土价值，撬动全球AI供应链的杠杆,否,251018周
63,https://mp.weixin.qq.com/s/y9OMAw5JBgDMTbVQM4C_YA,黄仁勋女儿首秀直播，透露英伟达具身智能布局的关键信号,是,251018周
64,https://mp.weixin.qq.com/s/Ikl93dlVqVZoHos-CFyJwg,YC对谈Anthropic预训练负责人：预训练团队，也要考虑推理问题；如何平衡预训练、后训练，仍在早期探索阶段,否,251018周
65,https://mp.weixin.qq.com/s/K4eROyUU97QZY4uTacMtRw,99条思考，读懂LLM下一个核心范式：Online Learning,否,251018周
66,https://t.zsxq.com/O7C1U,新增3个JD（北京1个，上海2个）_AI产品经理_共计91个,否,251018周
67,https://mp.weixin.qq.com/s/sLnrps6OoDBV8xYvNNbWBg,近期优质 AI 活动 （线上、上海）,否,251018周
