序号,URL,链接文字,是否重要,周报时间
24,http://xhslink.com/o/AWjgWEHN4h0,AI视频：欢迎来到万圣节怪诞酒店（1分13秒）,是,251101周
25,https://b23.tv/HoYLNCh,科比看自己的Sora2视频的反应（4分35秒）,是,251101周
26,http://xhslink.com/o/6vpRSVdZs85,AI视频：《慈母情深》——小学五年级语文上册（4分钟）,否,251101周
27,http://xhslink.com/o/AYRor7kM94Y,AI视频：假如把拿破仑做成游戏boss（45秒）,否,251101周
28,https://mp.weixin.qq.com/s/qF60QcE9G4x2xF9LGAM14A?click_id=107,阿里开源模型 Wan2.2-Animate爆火，实现高精度角色动作替换,否,251101周
29,https://tongyi.aliyun.com/wan/explore,官网入口,否,251101周
30,https://github.com/Wan-Video/Wan2.2,Github地址,否,251101周
31,https://mp.weixin.qq.com/s/s9k8Qi60PNXOHf04AcLvFQ,油管AI博主推荐,否,251101周
32,https://www.youtube.com/@LennysPodcast,https://www.youtube.com/@LennysPodcast,否,251101周
33,https://www.youtube.com/watch?v=u6J0zKP1_8c&list=PLuMcoKK9mKgHtW_o9h5sGO2vXrffKHwJL,https://www.youtube.com/watch?v=u6J0zKP1_8c&list=PLuMcoKK9mKgHtW_o9h5sGO2vXrffKHwJL,否,251101周
34,https://www.youtube.com/@LatentSpacePod,https://www.youtube.com/@LatentSpacePod,否,251101周
35,https://www.youtube.com/@NoPriorsPodcast,https://www.youtube.com/@NoPriorsPodcast,否,251101周
36,https://www.youtube.com/@lexfridman,https://www.youtube.com/@lexfridman,否,251101周
37,https://www.youtube.com/watch?v=-7Qz7tSTfUU&amp;list=PLQ-uHSnFig5NPx4adxl97CZb8vU4numwi,https://www.youtube.com/watch?v=-7Qz7tSTfUU&amp;list=PLQ-uHSnFig5NPx4adxl97CZb8vU4numwi,否,251101周
38,https://www.youtube.com/@aiDotEngineer,https://www.youtube.com/@aiDotEngineer,否,251101周
39,https://www.youtube.com/watch?v=v9JBMnxuPX8&amp;list=PLOhHNjZItNnMEqGLRWkKjaMcdSJptkR08,https://www.youtube.com/watch?v=v9JBMnxuPX8&amp;list=PLOhHNjZItNnMEqGLRWkKjaMcdSJptkR08,否,251101周
40,https://www.xiaoyuzhoufm.com/podcast/670f3da40d2f24f28978736f?s=eyJ1IjogIjYzOTQxOTQwZWRjZTY3MTA0YTgyNTJlOSJ9,播客资源：跨国串门儿计划（通过AI翻译国外的优秀播客访谈，保留了原有的声音，翻译成中文）,否,251101周
41,https://m.okjike.com/originalPosts/69045aa41ed9b53c78d517d5,Huggingface 发布 LLM 训练手册，包括训练指南（是否需要预训练）、预训练、后训练、基础设施,否,251101周
42,https://mp.weixin.qq.com/s/jPdLZ3157P5QoMdlQjqIhw,智驾巅峰之战2.0：新势力全线掉队,是,251101周
43,https://mp.weixin.qq.com/s/LDsD_hMmsoOHpYGRP7bGIg,OpenAI 完成了资本重组,否,251101周
44,https://mp.weixin.qq.com/s/N2KEJJuazwXQy6jWDRJvYg,背景,否,251101周
45,https://mp.weixin.qq.com/s/ckM7X8NqH7eG3ypOBrPLGg,ChatGPT 企业版新增“公司知识”（Company Knowledge），能连内部工具找信息，带引用,否,251101周
46,https://mp.weixin.qq.com/s/lBG1CmW2TkH5cbEpd6cweQ,OpenAI IPO计划第一步曝光，奥特曼骚操作看傻华尔街,否,251101周
47,https://mp.weixin.qq.com/s/HjWXMiRyywscYPpkZXxKiA,ChatGPT 更新内置模型gpt-5-oct-3，改进心理相关问题,否,251101周
48,https://mp.weixin.qq.com/s/6fDLFfGcyUJfw7UM0VP4NA,OpenAI产品线拉出来吓我一跳，奥特曼不愧是YC出身,否,251101周
49,https://mp.weixin.qq.com/s/dDtg-QsX9q7YzGhwfhWvFg,OpenAI推出“使用GPT-5寻找和修复安全漏洞”的智能体Aardvark（命中92% bug，还处于beta测试阶段）,否,251101周
50,https://mp.weixin.qq.com/s/xGBwrPYQ2bq1E3L1HnTB3w,AI产品insights分享,否,251101周
51,https://mp.weixin.qq.com/s/Q6VxAPuMXubJLoPwNEh6UQ,黄仁勋在 GTC（GPU 技术大会）发表主题演讲，展示了一系列新产品、新技术，以及重磅合作计划,否,251101周
52,https://mp.weixin.qq.com/s/UTALxR1QKPvy9RBbwC5qng,英伟达成为历史上第一家「5万亿美元市值」公司,否,251101周
53,https://mp.weixin.qq.com/s/7VLTWQXe3esg0nS6e36dVA?click_id=7,阿里首款AI眼镜（夸克AI眼镜）正式开售，3329元起，整合全生态,否,251101周
54,https://mp.weixin.qq.com/s/iZOtfgO4HDj_Nq09XeDaXg,雷鸟发布新款电视眼镜Air4，高配版 1699 元,否,251101周
55,https://mp.weixin.qq.com/s/vJqksNRnMnl2STjJCnacLA,特斯拉，官宣神经网络「世界模型器」，AI可直接模拟、合成自动驾驶「孪生世界」,否,251101周
56,https://mp.weixin.qq.com/s/-k3dO8WgXxtCxJLIBnvG5Q,Cursor发布首款自研编码模型Composer,否,251101周
57,https://mp.weixin.qq.com/s/yKHV70qGV08VUmHWqH-xrA,Coatue：复盘400 年、30+次泡沫，我们离AI泡沫还很远,否,251101周
58,https://mp.weixin.qq.com/s/XHbhZc7dRxXNPtPGkrwk2g,韩国，成了美国AI的香饽饽,否,251101周
59,https://mp.weixin.qq.com/s/yTI-TxuMgOCrzT65bR9DXg?click_id=30,人工视觉技术突破！Neuralink联创团队，助盲人重获光明,否,251101周
60,https://mp.weixin.qq.com/s/9XD-osOnT1UEkWWiBCyuoA,AI与区块链加速融合，新的金融泡沫正在形成,否,251101周
61,https://mp.weixin.qq.com/s/IUlI6CDJeC8e-1zY39RD5A,Anthropic 从编程向金融扩展，最终目标是，构建能安全解决“世界最复杂问题”的模型,否,251101周
62,https://forms.gle/PqqHJZsD58VrTPU69,waitlist,否,251101周
63,https://mp.weixin.qq.com/s/K44wncLAZP7NOpxCi1a4rw,外骨骼消费市场快速崛起，精准PMF打开小众需求,否,251101周
64,https://mp.weixin.qq.com/s/exx4WA-bY-6rZ-oDeBxQdw,General Intuition：用游戏视频训练智能体，获1.34亿美元巨额种子轮,否,251101周
65,https://mp.weixin.qq.com/s/Zjg-zW63JJW2dYbH5JcA-w,月之暗面将完成新一轮融资，引入海外投资机构,否,251101周
66,https://mp.weixin.qq.com/s/3rGpJFp4oXT6VFxzMtuOyQ,工业机器人供应商“微亿智造”冲击港股，毛利率远超同行,否,251101周
67,https://mp.weixin.qq.com/s/UJwfMM1nFqCqKKPyCUfeCw,30个月，汽车销量周榜的诞生、消失,否,251101周
68,https://mp.weixin.qq.com/s/D2IxbhyGRqGwweIypy-0sA?click_id=97,全栈AI云市场格局初定，百度阿里双强占据半壁江山,否,251101周
69,https://mp.weixin.qq.com/s/-_xgvAnOULcyU7OLn33N0Q,杭州代表性AI公司汇总,否,251101周
70,https://mp.weixin.qq.com/s/7pyXFXqWDbh2h_PBNPIE8A,中国首次制裁分析机构：半导体竞争从芯片制造→信息战,否,251101周
71,https://mp.weixin.qq.com/s/Dyw2uWJJEK_ocjv5l4CW0Q,数字人与机器人领域高度相通,否,251101周
72,https://mp.weixin.qq.com/s/kFJPm76c5czmxWdF-TTLUA,LLM后训练方法 On-Policy Distillation (在线策略蒸馏)，Thinking Machines已开源,否,251101周
73,https://thinkingmachines.ai/blog/on-policy-distillation/,博客文章,否,251101周
74,https://mp.weixin.qq.com/s/RZc3qg0KeakTa-kf6c0jVg,用Tinker训练API，复现了Qwen3的成果：用同策略蒸馏，在推理基准上，达到同等性能；而成本，仅为强化学习的一小部分,否,251101周
75,https://mp.weixin.qq.com/s/Td8d_Pxa3q8NgLTwGEXjjQ,高质量的真机数据，是机器人泛化能力的核心瓶颈,否,251101周
76,https://t.zsxq.com/svb9t,（11月2日及之前）免费开通小报童「黄钊的AI日报·第九季」,是,251101周
77,https://t.zsxq.com/Lqfiq,周日换频道（293）_「成长搭子群」内部分享精选22（10个内容点）,是,251101周
