序号,URL,链接文字,是否重要,周报时间
41,https://mp.weixin.qq.com/s/93WmfW8SYfJRTGLASpupug,Claude Code 2.1重大更新，累计1096次提交,否,260117周
42,https://claude.ai/,官网地址,否,260117周
43,https://mp.weixin.qq.com/s/TesDCI1v7ST9Rn2XIJRz1A,AI 支付，全球格局一览,否,260117周
44,https://mp.weixin.qq.com/s/FlPgyMvviVIYNWcH6fUUyw,百川智能，开源新一代医疗大模型 Baichuan-M3,否,260117周
45,https://mp.weixin.qq.com/s/MJtn8VoEmxl6Pvd8dzgrVg,引入全动态反馈,否,260117周
46,https://mp.weixin.qq.com/s/TRNxn1jHvkwJJt1XtaRjTw,苹果官宣：正式确认和 Google 达成多年期 AI 合作，Siri 将由 Gemini 驱动,否,260117周
47,https://mp.weixin.qq.com/s/2j8bIWvTJ3IUVtmM5CeOcw,为什么从 Google、OpenAI、Anthropic 中选了 Google,否,260117周
48,https://mp.weixin.qq.com/s/UiinX23aAXkj1xyPG2Qb-Q,Anthropic发布Cowork：面向通用场景的Claude Code,否,260117周
49,https://mp.weixin.qq.com/s/9Ko6gpTaj6jQJp59dQEfoA,马斯克宣布7天内开源X推荐算法,否,260117周
50,https://m.okjike.com/originalPosts/69670d1825bae566120d9c6d,Antigravity 开始支持Workspace、全局两种Skills,否,260117周
51,https://mp.weixin.qq.com/s/_8Tq4QIm8LnIIm4Rp2KfIA,英伟达CES全面出击背后：焦虑增长与未来挑战,否,260117周
52,https://mp.weixin.qq.com/s/2y0XaAgsgymyFu6KmvSe1Q,Thinking Machines Lab 解雇其CTO Barret Zoph，因其“不道德行为”,否,260117周
53,https://mp.weixin.qq.com/s/BGwUtj7dXSLMdjGyi8BLrg,姚班传奇陈立杰入职OpenAI（保留伯克利教职），负责数学推理,否,260117周
54,https://mp.weixin.qq.com/s/5Oh3YMWXMA8_ArQ_-x1zIQ,脑机接口技术进展，以及主要玩家盘点,否,260117周
55,https://mp.weixin.qq.com/s/iwe83-_KXucEv-HpfTm_pA,谷歌与苹果顶级科学家联手创业，专注视觉推理AGI,否,260117周
56,https://mp.weixin.qq.com/s/eqLji9ixnXwLEPs9HlhtoA,开源明星Tailwind CSS，遭AI冲击，收入暴跌80%陷生存危机,否,260117周
57,https://mp.weixin.qq.com/s/SlnKGHss7fWnlta06oTTrA,PixVerse推出实时世界模型，AI视频进入“无限流”交互时代,否,260117周
58,https://pixverse.ai/en/blog/pixverse-r1-next-generation-real-time-world-model,官方地址,否,260117周
59,https://mp.weixin.qq.com/s/TrxLExFaE6-rve8k5WzN5w,据称DeepSeek将计划在2月中旬（春节前后），发布下一代V4模型，“编程实力”可赶超Claude、GPT等顶尖闭源模型,否,260117周
60,https://mp.weixin.qq.com/s/0XbDNuSmV1j7WtAzZVDpVg,特斯拉的语音助手系统，将接入豆包模型（以及 DeepSeek Chat）；目前仍在测试阶段,否,260117周
61,https://mp.weixin.qq.com/s/4g4ny5Szc1wCtPyd2BnEiQ,中国人形机器人霸场CES,否,260117周
62,https://mp.weixin.qq.com/s/jXNzpwluH7ZBZIK-SCfGww,AI 漫剧赛道爆发，头部作品播放量超 10 亿,否,260117周
63,https://mp.weixin.qq.com/s/PckL7Gltk_NB47ZmBsk93w,强脑科技（“杭州六小龙”之一）完成20亿元融资，锚定机器人的终极交互,否,260117周
64,https://mp.weixin.qq.com/s/6clI9xaCR_8591seyl9_5g,给自动铅加笔芯,否,260117周
65,https://mp.weixin.qq.com/s/PEBt28UF37fPv0jLkSexog,千寻智能开源自研 VLA 模型 Spirit v1.5，在评测榜单上一举登顶,否,260117周
66,https://github.com/Spirit-AI-Team/spirit-v1.5,核心代码开源地址,否,260117周
67,https://huggingface.co/Spirit-AI-robotics/Spirit-v1.5,模型开源地址,否,260117周
68,https://www.spirit-ai.com/en/blog/spirit-v1-5,技术博客,否,260117周
69,https://mp.weixin.qq.com/s/yKwWzs-eXa00OW9_sC5kNA,RoboChallenge（全球具身智能模型评测平台），解决了具身智能“无从比起谁更强”的问题，提供了一套标准化的任务库 Table30——贴胶布、物品拾取、插花、移动物体等,否,260117周
70,https://mp.weixin.qq.com/s/-Tb9mu9SYBH6ww9FoXcGkg,AnyGen，由飞书开发，面向海外市场，处于产品打磨阶段，底层架构是通用Agent，覆盖了PPT创作、深度调研、音视频转写、网页构建等办公场景高频痛点,否,260117周
71,https://mp.weixin.qq.com/s/gse1I315nY2DtzG7qqaY6A,DeepMind传出消息：已使用嵌套学习（Nested Learning），突破持续学习难点，但因安全原因未发布,是,260117周
72,https://t.zsxq.com/vrlWx,一文搞懂 Agents 评测丨Anthropic 最新万字长文,否,260117周
73,https://t.zsxq.com/3lb8V,团员分享_6个 Deep Research Agent 架构拆解！这样设计才不翻车_@suda,否,260117周
74,https://mp.weixin.qq.com/s/dG3e8D3IqGsRxOvhit1Dow,Manus和Cursor：Context工程的核心，是避免过度工程化,否,260117周
75,https://mp.weixin.qq.com/s/jOuRBH-l6PmkZLleQGh8KA,“RL环境”已从一个技术细节，变成前沿AI训练的关键一环,否,260117周
76,https://pavlovslist.com/,专业初创公司,否,260117周
77,https://t.zsxq.com/eLswl,周日换频道（298）_团员分享_我该怎样，才能吸引你成为志愿者_@火の意志,是,260117周
78,https://t.zsxq.com/NoBKg,新增1个JD in 深圳_AI教育产品经理_共计101个,否,260117周
