序号,URL,链接文字,是否重要,周报时间
39,https://mp.weixin.qq.com/s/l3jpVW_l5htTX52fI6sSRA,Blockit：AI Agent 把“约时间”，做成了下一个社交网络,否,260131周
40,https://mp.weixin.qq.com/s/kVTSdADdU1jTlCHHIS6NZQ,Hyper3D 的 Rodin Gen-2，3D领域的 NanoBanana，可“用嘴”编辑3D模型,否,260131周
41,https://hyper3d.ai/,体验地址,否,260131周
42,https://my.feishu.cn/wiki/HhipwKapviEN8IkOWaScw5DAnqD?fromScene=spaceOverview,2.1.5 AR/VR/元宇宙/虚拟人,否,260131周
43,https://mp.weixin.qq.com/s/F0XT24LE-hl0gjYDHnKs9w,实测：Claude in Excel，能联网、能做表、办公完全自动化,否,260131周
44,https://marketplace.microsoft.com/en-us/product/saas/wa200009404,地址,否,260131周
45,https://support.claude.com/en/articles/12650343-claude-in-excel,官方文档,否,260131周
46,https://mp.weixin.qq.com/s/RetIdOBf2Fvfe1eDiQY60A,Teamo 平台提供 Clawdbot 一键认领，无需部署、配置，通过飞书群直接体验。付费版可接入 10000+ 金融、商业、社媒等领域数据库、工具Skills,否,260131周
47,https://teamoteam.com/t?a=clawdbot,认领链接,否,260131周
48,https://m.okjike.com/originalPosts/6974cba9c5a1d4e649443856,一天内成为技术达人：与当今 AI 编程 Agent 合作的基础知识,否,260131周
49,https://cookbook.bensbites.com/cookbook/become-technical-in-1-day/,原文,否,260131周
50,https://mp.weixin.qq.com/s/CVupGttFytxLZxfHQS6m1Q,Claude Code升级：Tasks取代Todos,否,260131周
51,https://x.com/trq212/status/2014836841846132761,x原文,否,260131周
52,https://mp.weixin.qq.com/s/sN1KcHu8ekpZaxYZI6EsTw,腾讯即将推出“元宝派”AI社交新玩法，正在内测中,是,260131周
53,https://mp.weixin.qq.com/s/_H9kGf4CTJ4crHd-Sy80cw,元宝派：AI 时代的流量入口之战，腾讯正式入局,否,260131周
54,https://mp.weixin.qq.com/s/6ZHVyvfMAeWI3MN6gsy_wA,Generalist 的核心押注：机器人领域，是否存在“可工程化的 Scaling Law”,否,260131周
55,https://mp.weixin.qq.com/s/VERIrqVsVE9ZRQCIortEwg,微软财报，暴露对OpenAI过度依赖，AI战略面临集中化风险,否,260131周
56,https://mp.weixin.qq.com/s/Vv6KqvKXn3x6-Ue8vux1OA,李想：强化具身智能品牌定位，做「自动驾驶+司机」与「人形机器人+家政」，后者需立刻启动,否,260131周
57,https://mp.weixin.qq.com/s/iN3zpnZuoxKZq0xNhcfgiA,理想2026年1月召开全员会，谈AI趋势判断，内部员工反应不一,否,260131周
58,https://mp.weixin.qq.com/s/B4KJcN5NE6CfLyUuFZYG1w,智驾进入“端到端时代”：重点从模型大小→数据、训练与工程克制,否,260131周
59,https://m.okjike.com/originalPosts/697979ed25bae56612c967f1,Google 开始给 Gemini Ultra、Pro用户发放云赠金（Ultra 100刀/月、Pro 10刀/月）,否,260131周
60,https://mp.weixin.qq.com/s/bXnyeXZcUyoWdWxQGxYXXw,苹果正在研发「AI可穿戴别针」,否,260131周
61,https://mp.weixin.qq.com/s/agEmetjqIQ9TtSyjliqQoQ,OpenAI，推出免费科研写作平台Prism，实现“Vibe Coding式”论文写作,否,260131周
62,https://openai.com/prism/,官网地址,否,260131周
63,https://mp.weixin.qq.com/s/dqeYXrKqE8lqIJdVNU3JNg,我们将迎来AI世界杯,否,260131周
64,https://mp.weixin.qq.com/s/m-n8mgzmP849afE57M3akQ,MiniMax，发布Music 2.5模型，实现“格莱美级”AI音乐生成,否,260131周
65,https://mp.weixin.qq.com/s/3qbCS4pTuHs0-gOodtQ9Rw,印奇入局 + 超50亿融资：阶跃星辰完成战略合体，“基模 × 终端 × 具身智能”,否,260131周
66,https://m.okjike.com/originalPosts/69784668485fd3aede341955,DeepSeek，发布OCR 2模型，通过“因果推理”机制优化文档理解,否,260131周
67,https://mp.weixin.qq.com/s/qnPoJSvRtmlXtATcwksZxg,月之暗面开源Kimi K2.5模型，主打“智能体集群”能力，效率提升最高4.5倍,否,260131周
68,https://mp.weixin.qq.com/s/BvS6320C-_A3cOa9dx8ACQ,灵波科技（蚂蚁旗下）开源 LingBot-World 世界模型,否,260131周
69,https://technology.robbyant.com/lingbot-world,项目地址,否,260131周
70,https://mp.weixin.qq.com/s/yuhSpqP4ZK-J86pMxR4rBQ,「燧原科技」IPO获受理。不同于其他“AI芯片四小龙”，「燧原」更像是「腾讯」AI芯片体系的“影子股”,否,260131周
71,https://shimo.im/docs/Pzkx6ovjdgLvv2dK/,AI能帮助更多人提升到「心」的维度,是,260131周
72,https://t.zsxq.com/B2pmo,周日换频道（300）_把子弹打光 vs 保留可能性,是,260131周
